category_of_package,count_of_cities,no_of_days,categories_by_price,accommodation_facility,price
holiday_package,4,8,premium,4 star,36750.0
holiday_package,4,8,premium,4 star,36500.0
honeymoon_package,2,5,standard,3 star,20199.0
adventure_package,3,4,standard,3 star,15999.0
holiday_package,4,6,standard,3 star,25700.0
weekend_package,3,3,budget,1 star,11500.0
adventure_package,3,4,budget,1 star,14250.0
honeymoon_package,4,5,standard,3 star,20500.0
holiday_package,7,8,premium,4 star,33500.0
holiday_package,2,3,budget,1 star,12099.0
holiday_package,5,8,premium,4 star,34500.0
family_package,1,4,standard,3 star,15300.0
holiday_package,7,10,luxury,5 star,51999.0
nature_package,3,3,budget,1 star,9999.0
holiday_package,5,5,standard,3 star,23000.0
holiday_package,1,3,budget,1 star,11000.0
holiday_package,3,3,budget,1 star,10800.0
adventure_package,6,11,luxury,5 star,56850.0
honeymoon_package,5,4,budget,1 star,14500.0
holiday_package,6,10,premium,4 star,48000.0
holiday_package,2,5,standard,3 star,15999.0
holiday_package,5,9,standard,3 star,18500.0
holiday_package,4,6,standard,3 star,24500.0
honeymoon_package,2,6,budget,1 star,10500.0
holiday_package,3,6,budget,1 star,12999.0
holiday_package,1,4,budget,1 star,6999.0
holiday_package,1,4,budget,1 star,11000.0
holiday_package,3,5,standard,3 star,16649.0
holiday_package,4,6,budget,1 star,13799.0
family_package,5,9,premium,4 star,35999.0
honeymoon_package,5,8,premium,4 star,34000.0
spiritual packages,9,8,premium,4 star,38750.0
holiday_package,5,9,standard,3 star,22999.0
holiday_package,3,5,budget,1 star,5000.0
nature_package,3,5,budget,1 star,12200.0
holiday_package,5,8,budget,1 star,9166.0
holiday_package,1,3,budget,1 star,7168.0
holiday_package,4,8,budget,1 star,9960.0
holiday_package,3,7,luxury,5 star,68050.0
holiday_package,1,4,budget,1 star,10605.0
holiday_package,3,6,standard,3 star,21476.0
holiday_package,1,4,budget,1 star,9888.0
holiday_package,4,6,budget,1 star,6560.0
cultural_package,5,8,standard,3 star,22992.0
nature_package,1,5,budget,1 star,14140.0
holiday_package,4,8,standard,3 star,24299.0
nature_package,6,8,standard,3 star,23985.0
holiday_package,4,7,luxury,5 star,84120.0
budget_package,4,8,budget,1 star,8470.0
holiday_package,5,7,standard,3 star,20670.0
holiday_package,5,8,budget,1 star,10980.0
holiday_package,5,8,standard,3 star,24901.0
offbeat_package,4,5,standard,3 star,17348.0
holiday_package,6,8,budget,1 star,10264.0
holiday_package,4,7,standard,3 star,21296.0
spiritual packages,4,7,standard,3 star,22459.0
holiday_package,7,10,premium,4 star,35523.0
spiritual packages,10,10,budget,1 star,13985.0
holiday_package,7,8,premium,4 star,30570.0
holiday_package,3,7,standard,3 star,21556.0
nature_package,4,6,standard,3 star,21999.0
family_package,4,5,budget,1 star,15000.0
honeymoon_package,4,5,budget,1 star,15000.0
budget_package,4,7,standard,3 star,28500.0
holiday_package,3,6,standard,3 star,23200.0
spiritual packages,5,7,standard,3 star,23294.0
honeymoon_package,3,4,budget,1 star,15000.0
holiday_package,3,5,standard,3 star,15782.0
holiday_package,4,4,budget,1 star,14340.0
beach_holiday,3,6,standard,3 star,21300.0
holiday_package,2,4,budget,1 star,13500.0
nature_package,4,5,standard,3 star,21000.0
holiday_package,3,4,budget,1 star,14700.0
holiday_package,4,7,standard,3 star,26700.0
holiday_package,5,7,standard,3 star,24900.0
honeymoon_package,4,5,budget,1 star,15000.0
holiday_package,4,5,premium,5 star,31600.0
holiday_package,4,5,budget,1 star,14999.0
holiday_package,6,6,budget,1 star,9999.0
honeymoon_package,4,5,standard,3 star,15500.0
holiday_package,6,7,standard,3 star,25450.0
adventure_package,4,4,standard,3 star,29000.0
holiday_package,2,4,budget,1 star,14250.0
holiday_package,4,7,standard,3 star,25000.0
holiday_package,3,6,standard,3 star,28000.0
holiday_package,3,5,standard,3 star,20250.0
adventure_package,5,5,standard,3 star,19090.0
offbeat_package,7,7,standard,3 star,29000.0
holiday_package,5,5,budget,1 star,14150.0
holiday_package,1,4,budget,1 star,13250.0
holiday_package,3,5,standard,3 star,15200.0
honeymoon_package,3,6,standard,3 star,21500.0
holiday_package,3,5,standard,3 star,19500.0
weekend_package,3,4,budget,1 star,13000.0
holiday_package,6,7,standard,3 star,24000.0
holiday_package,3,6,standard,3 star,22000.0
family_package,2,4,budget,1 star,8999.0
budget_package,5,7,budget,1 star,8407.0
holiday_package,6,8,standard,3 star,23453.0
holiday_package,3,5,standard,3 star,28948.0
offbeat_package,3,5,budget,1 star,14188.0
holiday_package,10,12,premium,4 star,38562.0
holiday_package,4,10,standard,3 star,25000.0
offbeat_package,2,5,budget,1 star,13528.0
holiday_package,5,10,premium,4 star,31740.0
holiday_package,4,7,budget,1 star,8544.0
holiday_package,3,5,budget,1 star,13711.0
holiday_package,2,5,premium,5 star,37799.0
holiday_package,5,9,standard,3 star,28116.0
holiday_package,1,4,budget,1 star,9975.0
budget_package,1,3,budget,1 star,2320.0
holiday_package,5,8,standard,3 star,24631.0
holiday_package,6,8,standard,3 star,24355.0
budget_package,3,5,budget,1 star,5140.0
holiday_package,5,6,standard,3 star,17042.0
holiday_package,5,10,premium,4 star,31573.0
holiday_package,5,9,standard,3 star,18500.0
holiday_package,5,11,standard,3 star,25000.0
holiday_package,4,8,standard,3 star,21000.0
holiday_package,4,8,standard,3 star,22250.0
holiday_package,3,6,standard,3 star,18999.0
budget_package,3,7,standard,3 star,15500.0
holiday_package,3,6,standard,3 star,20500.0
holiday_package,3,7,standard,3 star,16000.0
holiday_package,3,6,standard,3 star,15499.0
holiday_package,3,7,budget,1 star,12500.0
holiday_package,3,6,standard,3 star,20500.0
family_package,4,7,standard,3 star,27430.0
holiday_package,4,9,premium,4 star,45560.0
offbeat_package,3,7,premium,5 star,41600.0
holiday_package,4,4,budget,1 star,12000.0
adventure_package,3,5,standard,3 star,27800.0
holiday_package,1,4,budget,1 star,13250.0
holiday_package,1,5,standard,3 star,16999.0
holiday_package,1,4,budget,1 star,13500.0
spiritual packages,3,2,budget,1 star,9000.0
holiday_package,4,8,standard,3 star,30000.0
holiday_package,3,6,standard,3 star,22400.0
holiday_package,3,6,standard,3 star,21600.0
holiday_package,4,4,budget,1 star,10800.0
holiday_package,6,8,premium,4 star,31870.0
honeymoon_package,3,5,standard,3 star,19000.0
holiday_package,5,8,premium,4 star,31500.0
honeymoon_package,4,8,standard,3 star,29400.0
holiday_package,3,8,premium,4 star,35750.0
holiday_package,4,7,standard,3 star,29750.0
holiday_package,6,5,standard,3 star,21000.0
weekend_package,1,4,budget,1 star,14700.0
nature_package,5,6,standard,3 star,25000.0
adventure_package,4,8,standard,3 star,28700.0
holiday_package,2,4,budget,1 star,12300.0
holiday_package,4,5,standard,3 star,18950.0
holiday_package,3,6,standard,3 star,22200.0
offbeat_package,6,10,premium,4 star,45650.0
holiday_package,2,5,standard,3 star,25800.0
holiday_package,6,10,luxury,5 star,79500.0
holiday_package,8,10,luxury,5 star,61320.0
holiday_package,2,4,budget,1 star,13600.0
holiday_package,3,6,standard,3 star,19999.0
holiday_package,3,7,standard,3 star,23940.0
nature_package,3,4,budget,1 star,12050.0
holiday_package,4,3,budget,1 star,12000.0
holiday_package,3,6,standard,3 star,17950.0
holiday_package,3,5,standard,3 star,20000.0
adventure_package,6,4,standard,3 star,17900.0
offbeat_package,4,5,standard,3 star,24000.0
holiday_package,3,7,premium,5 star,48000.0
holiday_package,2,5,standard,3 star,20500.0
holiday_package,3,7,standard,3 star,28000.0
holiday_package,4,7,standard,3 star,26780.0
holiday_package,3,6,standard,3 star,22460.0
honeymoon_package,3,5,budget,1 star,13400.0
honeymoon_package,2,4,budget,1 star,14600.0
spiritual packages,3,4,budget,1 star,12000.0
holiday_package,7,8,standard,3 star,28100.0
spiritual packages,4,5,standard,3 star,17650.0
spiritual packages,3,3,budget,1 star,6000.0
holiday_package,9,12,premium,4 star,43500.0
spiritual packages,5,7,standard,3 star,23294.0
spiritual packages,9,9,premium,4 star,31098.0
spiritual packages,5,7,standard,3 star,21977.0
beach_holiday,6,7,standard,3 star,24000.0
holiday_package,5,7,standard,3 star,20493.0
holiday_package,4,6,standard,3 star,17704.0
holiday_package,7,10,premium,4 star,35523.0
spiritual packages,5,6,standard,3 star,18473.0
holiday_package,3,7,standard,3 star,21458.0
holiday_package,6,8,standard,3 star,23985.0
holiday_package,3,7,standard,3 star,21556.0
budget_package,4,8,budget,1 star,9960.0
holiday_package,3,6,standard,3 star,21476.0
holiday_package,5,7,standard,3 star,20670.0
beach_holiday,5,8,luxury,5 star,50615.0
spiritual packages,4,6,budget,1 star,6772.0
spiritual packages,4,6,standard,3 star,18230.0
spiritual packages,5,8,standard,3 star,25468.0
spiritual packages,7,9,standard,3 star,28203.0
spiritual packages,1,3,budget,1 star,6732.0
offbeat_package,6,9,standard,3 star,28738.0
holiday_package,2,5,budget,1 star,14382.0
holiday_package,3,7,budget,1 star,8430.0
holiday_package,1,4,budget,1 star,10710.0
holiday_package,2,5,premium,5 star,36952.0
spiritual packages,4,6,standard,3 star,18017.0
honeymoon_package,4,7,budget,1 star,6768.0
spiritual packages,3,4,budget,1 star,11090.0
holiday_package,1,4,budget,1 star,4300.0
holiday_package,4,6,standard,3 star,24325.0
holiday_package,6,10,premium,4 star,32700.0
holiday_package,3,4,budget,1 star,9914.0
holiday_package,4,5,standard,3 star,15500.0
spiritual packages,3,6,budget,1 star,14000.0
offbeat_package,1,5,budget,1 star,13250.0
honeymoon_package,3,4,budget,1 star,12500.0
holiday_package,5,6,budget,1 star,7500.0
family_package,1,3,budget,1 star,5500.0
spiritual packages,4,7,standard,3 star,17498.0
holiday_package,2,3,budget,1 star,9999.0
holiday_package,9,9,standard,3 star,29890.0
honeymoon_package,8,7,standard,3 star,28900.0
holiday_package,3,6,budget,1 star,12999.0
spiritual packages,7,10,premium,4 star,34555.0
spiritual packages,6,11,standard,3 star,17500.0
nature_package,5,5,budget,1 star,13500.0
spiritual packages,9,12,luxury,5 star,72000.0
spiritual packages,5,6,premium,5 star,45000.0
holiday_package,4,3,budget,1 star,12500.0
spiritual packages,2,2,budget,1 star,10500.0
adventure_package,1,2,budget,1 star,3000.0
holiday_package,2,3,budget,1 star,11000.0
family_package,3,7,standard,3 star,15500.0
adventure_package,4,4,budget,1 star,11700.0
spiritual packages,3,6,standard,3 star,20000.0
holiday_package,3,5,standard,3 star,20000.0
adventure_package,2,4,budget,1 star,12500.0
holiday_package,2,6,budget,1 star,8500.0
holiday_package,4,7,standard,3 star,15865.0
spiritual packages,4,5,budget,1 star,15000.0
holiday_package,1,3,budget,1 star,8600.0
spiritual packages,3,5,standard,3 star,18000.0
holiday_package,4,4,budget,1 star,8000.0
holiday_package,3,7,standard,3 star,27500.0
weekend_package,3,4,standard,3 star,18700.0
holiday_package,1,4,standard,3 star,18500.0
holiday_package,1,3,standard,2 star,15725.0
holiday_package,2,5,standard,3 star,21500.0
holiday_package,2,4,budget,1 star,12900.0
weekend_package,1,4,standard,3 star,23000.0
holiday_package,5,6,standard,3 star,25500.0
adventure_package,8,7,standard,3 star,28000.0
holiday_package,3,8,premium,4 star,30999.0
honeymoon_package,4,7,premium,5 star,35700.0
spiritual packages,3,3,standard,2 star,15900.0
spiritual packages,4,7,standard,3 star,24999.0
spiritual packages,5,9,premium,4 star,39200.0
spiritual packages,1,4,premium,5 star,36430.0
holiday_package,2,5,budget,1 star,13000.0
holiday_package,2,4,budget,1 star,11000.0
honeymoon_package,2,5,budget,1 star,13000.0
honeymoon_package,4,6,premium,5 star,42000.0
holiday_package,2,5,budget,1 star,10000.0
holiday_package,1,5,budget,1 star,10500.0
holiday_package,4,7,luxury,5 star,73000.0
holiday_package,4,7,standard,3 star,19499.0
luxury_package,3,6,premium,5 star,35099.0
honeymoon_package,2,4,budget,1 star,12100.0
honeymoon_package,7,12,luxury,5 star,99000.0
honeymoon_package,6,10,luxury,5 star,87000.0
holiday_package,6,10,luxury,5 star,52000.0
honeymoon_package,3,6,standard,3 star,29800.0
honeymoon_package,3,6,standard,3 star,20000.0
honeymoon_package,4,8,premium,4 star,34999.0
holiday_package,6,9,premium,4 star,45000.0
holiday_package,3,6,budget,1 star,12900.0
holiday_package,2,4,budget,1 star,12100.0
holiday_package,2,5,standard,3 star,15100.0
holiday_package,2,3,budget,1 star,7500.0
holiday_package,2,3,budget,1 star,6500.0
holiday_package,3,4,budget,1 star,10000.0
nature_package,1,5,standard,3 star,17700.0
holiday_package,3,6,standard,3 star,19840.0
holiday_package,10,12,luxury,5 star,69972.0
holiday_package,2,2,budget,1 star,4299.0
holiday_package,4,8,standard,3 star,21000.0
holiday_package,2,5,budget,1 star,7000.0
holiday_package,2,4,budget,1 star,8500.0
holiday_package,3,7,standard,3 star,17000.0
holiday_package,1,3,budget,1 star,7000.0
offbeat_package,3,7,budget,1 star,13500.0
holiday_package,3,8,standard,3 star,28750.0
holiday_package,2,5,budget,1 star,10500.0
holiday_package,8,12,luxury,5 star,82000.0
holiday_package,3,6,standard,3 star,16500.0
family_package,2,5,budget,1 star,15000.0
honeymoon_package,2,5,standard,3 star,19000.0
luxury_package,2,5,premium,5 star,44000.0
honeymoon_package,3,7,standard,3 star,29311.0
holiday_package,3,6,standard,3 star,22900.0
honeymoon_package,4,8,premium,4 star,32250.0
honeymoon_package,2,5,standard,3 star,16000.0
honeymoon_package,4,6,standard,3 star,23560.0
honeymoon_package,3,5,standard,3 star,18050.0
cultural_package,6,9,luxury,5 star,58250.0
holiday_package,5,9,premium,4 star,32890.0
family_package,1,4,budget,1 star,14800.0
cultural_package,1,3,standard,2 star,25000.0
honeymoon_package,1,4,standard,3 star,16300.0
honeymoon_package,1,3,budget,1 star,7000.0
weekend_package,2,4,standard,3 star,23000.0
luxury_package,4,6,premium,5 star,34020.0
honeymoon_package,4,6,standard,3 star,20100.0
honeymoon_package,2,7,budget,1 star,14750.0
honeymoon_package,5,8,standard,3 star,22999.0
honeymoon_package,1,4,budget,1 star,14750.0
honeymoon_package,2,6,standard,3 star,23799.0
honeymoon_package,5,8,standard,3 star,29999.0
honeymoon_package,2,5,standard,3 star,17800.0
budget_package,1,3,budget,1 star,6550.0
offbeat_package,4,8,standard,3 star,29750.0
honeymoon_package,2,4,budget,1 star,11200.0
holiday_package,2,5,standard,3 star,20000.0
holiday_package,7,12,luxury,5 star,65400.0
spiritual packages,3,6,budget,1 star,14000.0
spiritual packages,2,6,standard,3 star,23313.0
spiritual packages,1,4,budget,1 star,14745.0
spiritual packages,4,8,premium,4 star,31429.0
spiritual packages,3,5,standard,3 star,25079.0
spiritual packages,2,4,standard,3 star,22970.0
offbeat_package,2,4,budget,1 star,11000.0
spiritual packages,3,5,standard,3 star,18000.0
spiritual packages,5,9,luxury,5 star,58812.0
spiritual packages,2,5,standard,3 star,20374.0
spiritual packages,3,6,standard,3 star,24972.0
spiritual packages,6,11,premium,4 star,39636.0
spiritual packages,5,7,standard,3 star,19999.0
spiritual packages,5,7,luxury,5 star,51473.0
spiritual packages,1,3,budget,1 star,9830.0
spiritual packages,2,5,budget,1 star,7696.0
budget_package,4,8,standard,3 star,16773.0
spiritual packages,1,3,budget,1 star,9569.0
spiritual packages,1,3,budget,1 star,4100.0
spiritual packages,3,8,luxury,5 star,52000.0
holiday_package,5,7,standard,3 star,28500.0
holiday_package,4,4,budget,1 star,15000.0
holiday_package,2,4,budget,1 star,7500.0
honeymoon_package,4,7,standard,3 star,20000.0
holiday_package,2,6,budget,1 star,11999.0
holiday_package,3,6,standard,3 star,30000.0
holiday_package,4,9,budget,1 star,15000.0
holiday_package,4,9,standard,3 star,26000.0
holiday_package,1,5,budget,1 star,9999.0
holiday_package,3,7,standard,3 star,17500.0
holiday_package,3,8,standard,3 star,21300.0
spiritual packages,3,8,budget,1 star,15000.0
holiday_package,1,4,budget,1 star,7500.0
honeymoon_package,3,6,standard,3 star,23499.0
honeymoon_package,5,9,premium,4 star,41000.0
honeymoon_package,4,7,budget,1 star,13299.0
honeymoon_package,3,5,budget,1 star,10999.0
honeymoon_package,3,3,budget,1 star,7500.0
honeymoon_package,4,4,budget,1 star,5000.0
honeymoon_package,6,5,standard,3 star,17500.0
family_package,3,6,standard,3 star,21333.0
holiday_package,2,6,standard,3 star,25000.0
honeymoon_package,3,6,standard,3 star,21333.0
honeymoon_package,5,7,standard,3 star,27999.0
honeymoon_package,3,6,standard,3 star,23999.0
honeymoon_package,4,6,standard,3 star,20500.0
honeymoon_package,7,5,budget,1 star,13500.0
honeymoon_package,6,7,standard,3 star,23999.0
family_package,3,5,standard,3 star,18999.0
holiday_package,6,11,premium,4 star,42500.0
luxury_package,1,4,luxury,5 star,90000.0
holiday_package,7,5,budget,1 star,14099.0
family_package,7,5,standard,3 star,17999.0
honeymoon_package,5,9,standard,3 star,20500.0
family_package,4,9,premium,4 star,42500.0
honeymoon_package,5,9,standard,3 star,20500.0
honeymoon_package,4,5,budget,1 star,12500.0
honeymoon_package,6,4,budget,1 star,12000.0
honeymoon_package,2,4,budget,1 star,14900.0
budget_package,1,3,budget,1 star,4500.0
holiday_package,7,9,standard,3 star,26500.0
holiday_package,1,4,budget,1 star,9999.0
holiday_package,6,6,budget,1 star,12800.0
holiday_package,1,4,standard,3 star,20999.0
family_package,6,5,standard,3 star,21499.0
offbeat_package,6,9,premium,4 star,44900.0
holiday_package,3,6,budget,1 star,13000.0
holiday_package,4,7,luxury,5 star,73000.0
adventure_package,4,5,standard,3 star,21000.0
offbeat_package,9,6,premium,5 star,41000.0
holiday_package,4,5,standard,3 star,22250.0
holiday_package,6,6,standard,3 star,23500.0
nature_package,5,5,standard,3 star,21850.0
holiday_package,4,6,standard,3 star,26000.0
honeymoon_package,4,6,premium,5 star,39000.0
holiday_package,4,6,standard,3 star,23800.0
holiday_package,6,7,premium,5 star,34900.0
weekend_package,2,3,budget,1 star,12000.0
holiday_package,4,6,premium,5 star,39000.0
holiday_package,2,4,standard,3 star,18500.0
luxury_package,3,5,premium,5 star,35997.0
holiday_package,7,7,premium,5 star,42900.0
honeymoon_package,6,5,standard,3 star,19999.0
offbeat_package,9,7,premium,5 star,35498.0
holiday_package,5,6,standard,3 star,25000.0
honeymoon_package,5,7,premium,5 star,30034.0
honeymoon_package,5,6,standard,3 star,24500.0
honeymoon_package,4,5,premium,5 star,33100.0
holiday_package,7,7,premium,5 star,45498.0
spiritual packages,5,8,standard,3 star,29500.0
holiday_package,6,9,premium,4 star,35000.0
holiday_package,1,4,standard,3 star,20100.0
nature_package,7,8,premium,4 star,41000.0
adventure_package,3,6,standard,3 star,24500.0
holiday_package,4,6,standard,3 star,26000.0
holiday_package,4,5,standard,3 star,21000.0
holiday_package,3,5,standard,3 star,24000.0
adventure_package,9,12,luxury,5 star,71000.0
offbeat_package,8,6,premium,5 star,32000.0
holiday_package,3,6,budget,1 star,12800.0
honeymoon_package,2,5,budget,1 star,13000.0
holiday_package,2,4,budget,1 star,11000.0
holiday_package,4,5,budget,1 star,13000.0
spiritual packages,5,8,standard,3 star,28999.0
holiday_package,4,5,standard,3 star,21000.0
holiday_package,7,7,premium,5 star,45498.0
holiday_package,3,7,standard,3 star,21999.0
honeymoon_package,4,8,premium,4 star,31000.0
honeymoon_package,2,5,budget,1 star,13800.0
honeymoon_package,5,8,standard,3 star,28900.0
honeymoon_package,3,5,standard,3 star,15850.0
honeymoon_package,3,7,standard,3 star,28999.0
nature_package,3,8,standard,3 star,25000.0
honeymoon_package,4,5,standard,3 star,16499.0
holiday_package,2,5,standard,3 star,15800.0
nature_package,3,8,premium,4 star,32900.0
honeymoon_package,3,7,standard,3 star,28999.0
holiday_package,5,8,premium,4 star,31000.0
family_package,5,8,standard,3 star,27800.0
family_package,3,8,standard,3 star,27000.0
honeymoon_package,5,7,premium,5 star,30498.0
honeymoon_package,4,5,standard,3 star,19490.0
honeymoon_package,4,5,standard,3 star,18500.0
holiday_package,3,5,standard,3 star,17500.0
holiday_package,4,4,budget,1 star,14000.0
holiday_package,2,4,budget,1 star,12500.0
holiday_package,4,5,standard,3 star,16490.0
holiday_package,6,8,standard,3 star,30000.0
adventure_package,5,6,standard,3 star,28500.0
honeymoon_package,9,9,premium,4 star,45500.0
honeymoon_package,4,6,standard,3 star,23100.0
honeymoon_package,5,6,standard,3 star,23800.0
honeymoon_package,2,3,budget,1 star,12000.0
holiday_package,5,7,premium,5 star,35900.0
holiday_package,6,11,premium,4 star,50000.0
adventure_package,10,12,luxury,5 star,69972.0
nature_package,5,8,premium,4 star,34500.0
holiday_package,2,7,premium,5 star,31500.0
holiday_package,5,7,standard,3 star,26500.0
honeymoon_package,4,8,premium,4 star,36500.0
holiday_package,3,7,standard,3 star,17499.0
budget_package,2,6,standard,3 star,25624.0
honeymoon_package,2,4,budget,1 star,9000.0
nature_package,3,7,budget,1 star,11500.0
honeymoon_package,2,5,budget,1 star,14600.0
holiday_package,2,6,standard,3 star,15999.0
holiday_package,3,7,standard,3 star,20000.0
holiday_package,2,6,budget,1 star,15000.0
honeymoon_package,2,4,budget,1 star,10625.0
honeymoon_package,1,5,budget,1 star,5199.0
honeymoon_package,3,4,budget,1 star,6000.0
family_package,3,4,budget,1 star,14999.0
honeymoon_package,3,4,budget,1 star,11999.0
honeymoon_package,2,3,budget,1 star,10625.0
honeymoon_package,5,5,standard,3 star,19299.0
holiday_package,2,5,budget,1 star,11300.0
honeymoon_package,3,3,budget,1 star,7199.0
holiday_package,2,6,budget,1 star,9000.0
honeymoon_package,3,3,budget,1 star,9999.0
luxury_package,3,3,standard,2 star,22800.0
honeymoon_package,3,4,budget,1 star,13999.0
holiday_package,1,5,standard,3 star,15500.0
budget_package,4,7,standard,3 star,28500.0
holiday_package,6,8,standard,3 star,29200.0
holiday_package,2,4,budget,1 star,14500.0
honeymoon_package,1,3,standard,2 star,19500.0
honeymoon_package,4,6,standard,3 star,17500.0
family_package,4,5,budget,1 star,15000.0
family_package,5,8,premium,4 star,31500.0
holiday_package,5,7,standard,3 star,27500.0
honeymoon_package,4,5,standard,3 star,16550.0
honeymoon_package,5,7,standard,3 star,28999.0
honeymoon_package,6,8,premium,4 star,31250.0
honeymoon_package,4,5,standard,3 star,20000.0
honeymoon_package,3,6,standard,3 star,20000.0
honeymoon_package,5,8,premium,4 star,30500.0
honeymoon_package,4,6,standard,3 star,29500.0
luxury_package,3,6,standard,3 star,30000.0
holiday_package,4,7,standard,3 star,27000.0
holiday_package,4,6,standard,3 star,23500.0
family_package,5,7,standard,3 star,26000.0
family_package,5,7,standard,3 star,25000.0
family_package,5,7,standard,3 star,24999.0
holiday_package,8,11,luxury,5 star,65500.0
honeymoon_package,3,3,budget,1 star,10400.0
luxury_package,4,6,premium,5 star,40999.0
luxury_package,6,8,premium,4 star,35250.0
holiday_package,4,5,budget,1 star,14999.0
honeymoon_package,4,5,standard,3 star,15500.0
holiday_package,5,6,standard,3 star,20191.0
holiday_package,1,4,budget,1 star,12572.0
holiday_package,4,6,standard,3 star,24307.0
holiday_package,3,6,standard,3 star,22934.0
holiday_package,3,5,standard,3 star,17104.0
holiday_package,5,8,standard,3 star,25999.0
holiday_package,4,6,standard,3 star,24300.0
budget_package,4,7,standard,3 star,28500.0
holiday_package,4,6,standard,3 star,25605.0
offbeat_package,4,8,premium,4 star,38000.0
holiday_package,3,6,standard,3 star,23200.0
spiritual packages,9,9,premium,4 star,31098.0
holiday_package,6,9,standard,3 star,29407.0
family_package,3,6,standard,3 star,21000.0
nature_package,3,6,standard,3 star,22000.0
nature_package,3,6,standard,3 star,21000.0
holiday_package,3,4,budget,1 star,9200.0
holiday_package,1,4,luxury,5 star,65000.0
holiday_package,3,6,standard,3 star,21500.0
honeymoon_package,6,5,budget,1 star,13500.0
holiday_package,5,6,standard,3 star,22000.0
weekend_package,4,4,budget,1 star,13000.0
honeymoon_package,1,4,budget,1 star,14629.0
holiday_package,2,4,budget,1 star,14874.0
holiday_package,4,7,standard,3 star,25000.0
holiday_package,4,8,premium,4 star,37750.0
honeymoon_package,4,5,standard,3 star,21600.0
honeymoon_package,5,7,standard,3 star,29000.0
honeymoon_package,3,6,standard,3 star,20500.0
honeymoon_package,3,6,standard,3 star,17800.0
honeymoon_package,4,7,standard,3 star,26750.0
honeymoon_package,3,7,premium,5 star,48000.0
honeymoon_package,3,8,premium,4 star,37750.0
honeymoon_package,2,3,budget,1 star,11600.0
beach_holiday,4,9,premium,4 star,31999.0
beach_holiday,3,4,budget,1 star,13500.0
beach_holiday,5,5,standard,3 star,18599.0
honeymoon_package,2,5,standard,3 star,25000.0
beach_holiday,3,5,budget,1 star,13867.0
weekend_package,3,5,budget,1 star,10900.0
beach_holiday,3,5,budget,1 star,10193.0
beach_holiday,4,5,budget,1 star,10630.0
family_package,3,4,standard,3 star,21360.0
nature_package,7,8,premium,4 star,41000.0
honeymoon_package,1,4,standard,3 star,15100.0
