visiting_places,visiting_places_rating,distance_from_city_center,cities_name,city_rating,city_type,city_visit_time,no_of_tourist_attration,states_name,state_categories,state_visit_time
birla industrial & technological museum,3.9,4.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
rabindra sarovar,3.3,7.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
kalighat temple,3.4,6.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
shobhabajar rajbari,3.1,3.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
botanical gardens in kolkata,3.3,45.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
nakhoda mosque,3.3,1.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
alipore zoo,3.0,5.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
sabarna sangrahashala,3.3,12.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
"eco tourism park, kolkata",3.57,11.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
calcutta jain temple,3.57,4.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
"nicco park, kolkata",3.57,6.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
prinsep ghat,3.57,4.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
aquatica,3.57,10.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
park street,3.57,1.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
chowringhee,3.57,3.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
iskcon kolkata,3.57,3.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
south park street cemetery,3.57,3.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
sonajhuri forest,3.57,143.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
st john's church,3.57,2.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
barrackpore,3.57,22.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
jhargram,3.57,141.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
baabur haat,3.57,8.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
kamarpukur,3.57,81.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
deulti,3.57,48.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
hooghly riverfront,3.57,60.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
maidan,3.57,3.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
central park,3.57,5.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
millenium park,3.57,2.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
deshapriya park,3.57,6.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
safari park,3.57,7.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
mohor kunja,3.57,4.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
elliot park,3.57,3.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
gitanjali sports complex,3.57,7.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
kishore bharati krirangan,3.57,9.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
salt lake stadium,3.57,5.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
rabindra sarobar stadium,3.57,7.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
mohunbagan stadium,3.57,0.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
netaji indoor stadium,3.57,2.0,kolkata,4.3,metropolitan type,autumn_to_winter,79.0,west bengal,cultural_and_heritage_state,winter
tiger hill,4.5,6.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
darjeeling himalayan railway,4.8,20.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
batasia loop,4.7,3.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
tea plantations darjeeling,4.6,1.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
padmaja naidu himalayan zoological park,4.6,2.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
darjeeling ropeway,4.5,3.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
kanchenjunga,4.8,15.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
darjeeling peace pagoda,4.6,2.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
himalayan mountaineering institute,4.5,2.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
chowrasta darjeeling,4.4,0.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
sandakphu trek,4.5,27.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
trekking in darjeeling,4.2,0.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
darjeeling rock garden,4.5,3.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
singalila national park,4.4,20.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
nightingale park,4.3,2.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
shopping in darjeeling,4.0,0.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
dali monastery,4.2,2.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
ghoom monastery,4.2,4.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
monastries in darjeeling,4.1,4.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
tinchuley,3.57,11.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
happy valley tea estate,4.4,1.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
darjeeling observatory hill,4.3,1.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
bengal natural history museum,3.57,2.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
lamahatta eco park,4.3,9.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
lepchajagat,4.2,8.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
mahakal temple,4.3,60.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
himalayan tibet museum,4.0,0.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
everest museum (hmi),4.2,4.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
coronation bridge,3.57,26.0,darjeeling,4.3,hilly type,autumn_to_winter,31.0,west bengal,cultural_and_heritage_state,winter
santragachi jheel,3.57,3.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
river hooghly,3.57,54.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
howrah bridge,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
vidyasagar setu,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
mullick ghat flower market,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
acharya jagadish chandra bose indian botanic garden,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
gadiara,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
belur math,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
rail museum,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
belilious park,3.57,2.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
writers building,3.57,9.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
babughat,3.57,9.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
tipu sultan mosque,3.57,13.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
swami vivekananda temple,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
lal dighi,3.57,9.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
the great banyan tree,3.57,15.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
nivedita setu,3.57,10.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
tiretta bazaar,3.57,10.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
smaranika tram museum,3.57,9.0,howrah,1.0,metropolitan type,autumn_to_winter,19.0,west bengal,cultural_and_heritage_state,winter
salugara monastery,3.3,6.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
"iskcon temple, siliguri",3.3,3.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
mahananda weir wildlife sanctuary,3.0,23.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
the science city,3.0,7.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
dudhia,3.0,22.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
sevoke kali mandir,3.0,2.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
coronation bridge,3.9,22.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
madhuban park,3.0,33.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
savin kingdom,3.1,4.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
hong kong market,3.57,1.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
chilapata forest,3.57,97.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
kanchenjunga stadium,3.57,1.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
lokenath temple,3.57,3.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
dreamland amusement park,3.57,7.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
sed-gyued monastery,3.57,7.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
tea garden,3.57,15.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
suryasen park,3.57,15.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
vega circle mall,3.57,5.0,siliguri,4.5,hilly type,throughout_the_year,19.0,west bengal,cultural_and_heritage_state,winter
bhabani pathak's tilla,3.3,1.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
durgapur barrage,3.3,5.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
durgapur steel plant,4.0,7.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
deul park,3.0,17.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
troinka park,3.0,3.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
kumaramangalam park,3.0,5.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
garh jungle,3.0,13.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
benachity,3.0,6.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
city centre,3.0,2.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
ram mandir,3.0,4.0,durgapur,4.3,beach type,autumn_to_winter,10.0,west bengal,cultural_and_heritage_state,winter
108 shiv mandir,3.4,5.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
christ church,3.5,1.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
golap bagh,3.1,3.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
rajbati,3.1,1.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
krishnasayar park and lake,3.1,2.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
the deer park,3.1,3.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
kankeleshwari kalibari,3.1,1.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
meghna saha planetarium,3.1,3.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
sarbamangala temple,3.1,1.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
"science centre, bardhaman",3.1,2.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
tomb of sher afghan,3.1,10.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
damoder riverside,3.1,1.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
curzon gate,3.1,1.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
kalyaneshwari temple,3.1,61.0,bardhaman,3.2,nature type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
dakhil darwaza,3.4,8.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
gour,4.1,8.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
firoz minar,3.4,15.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
chamkati masjid chika mosque,3.4,16.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
temple of jauhra kali,3.1,1.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
adina dear park,3.1,15.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
adina mosque,3.1,16.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
malda museum,3.1,2.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
baroduari mosque,3.1,14.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
jagjibanpur,3.1,16.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
kadam rasul mosque,3.1,16.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
eklakhi mausoleum (pandua),3.1,16.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
luko churi gate,3.1,16.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
lattan mosque,3.1,17.0,malda,3.0,hilly type,autumn_to_winter,14.0,west bengal,cultural_and_heritage_state,winter
murti river,3.4,37.0,jalpaiguri,3.6,hilly type,autumn_to_winter,5.0,west bengal,cultural_and_heritage_state,winter
buxa national park,3.4,83.0,jalpaiguri,3.6,hilly type,autumn_to_winter,5.0,west bengal,cultural_and_heritage_state,winter
mendabari fort,3.0,3.0,jalpaiguri,3.6,hilly type,autumn_to_winter,5.0,west bengal,cultural_and_heritage_state,winter
gorumara national park,3.1,25.0,jalpaiguri,3.6,hilly type,autumn_to_winter,5.0,west bengal,cultural_and_heritage_state,winter
buxa duar trek,3.5,83.0,jalpaiguri,3.6,hilly type,autumn_to_winter,5.0,west bengal,cultural_and_heritage_state,winter
susunia hill,3.4,16.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
joyrambati,3.4,66.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
bishnupur,3.5,31.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
jhilimili,3.1,64.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
mukutmanipur,3.1,42.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
gokul chand temple,3.1,46.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
biharinath hill,3.1,40.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
hadal-narayanpur,3.1,47.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
jayrambati,3.57,66.0,bankura,3.4,rural type,autumn_to_winter,9.0,west bengal,cultural_and_heritage_state,winter
baranti reservoir or murardi lake,3.3,56.0,purulia,4.4,nature type,autumn_to_winter,7.0,west bengal,cultural_and_heritage_state,winter
ajodhya,3.0,30.0,purulia,4.4,nature type,autumn_to_winter,7.0,west bengal,cultural_and_heritage_state,winter
rakab forest,3.0,38.0,purulia,4.4,nature type,autumn_to_winter,7.0,west bengal,cultural_and_heritage_state,winter
doldanga,3.0,4.0,purulia,4.4,nature type,autumn_to_winter,7.0,west bengal,cultural_and_heritage_state,winter
gajaburu hills,3.57,38.0,purulia,4.4,nature type,autumn_to_winter,7.0,west bengal,cultural_and_heritage_state,winter
surulia,3.5,4.0,purulia,4.4,nature type,autumn_to_winter,7.0,west bengal,cultural_and_heritage_state,winter
garpanchkot,3.57,52.0,purulia,4.4,nature type,autumn_to_winter,7.0,west bengal,cultural_and_heritage_state,winter
rajbari,3.5,1.0,cooch behar,3.0,nature type,throughout_the_year,5.0,west bengal,cultural_and_heritage_state,winter
madan mohan temple,3.5,1.0,cooch behar,3.0,nature type,throughout_the_year,5.0,west bengal,cultural_and_heritage_state,winter
sagardihi,3.1,25.0,cooch behar,3.0,nature type,throughout_the_year,5.0,west bengal,cultural_and_heritage_state,winter
"light and sound show, cooch behar",3.1,1.0,cooch behar,3.0,nature type,throughout_the_year,5.0,west bengal,cultural_and_heritage_state,winter
baneswar siva temple,3.1,4.0,cooch behar,3.0,nature type,throughout_the_year,5.0,west bengal,cultural_and_heritage_state,winter
hazarduari palace,3.4,1.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
nizmat imbambara,3.3,1.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
shopping in murshidabad,3.0,1.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
footi mosque,3.0,1.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
wasif manzil,3.0,0.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
moti jheel,3.0,2.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
madina,3.5,1.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
khosh bagh,3.0,2.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
belampore market,3.0,9.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
murshidabad district museum,3.0,7.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
kathgola,3.0,3.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
katra mosque,3.0,2.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
jafarganj cemetery,3.0,2.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
nasirpur palace,3.0,3.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
jahan kosha cannon,3.0,2.0,murshidabad,3.8,rural type,autumn_to_winter,15.0,west bengal,cultural_and_heritage_state,winter
cellular jail,4.5,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
corbyn's cove beach,4.2,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
chidiya tapu,4.2,25.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
north bay island,3.57,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
samudrika naval marine museum,4.7,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
mahatma gandhi marine national park,4.2,25.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
anthropological museum port blair,4.5,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
wandoor beach,4.5,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
baratang island,4.7,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
forest museum,3.57,10.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
mount harriet national park,3.57,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
chatham saw mill,4.5,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
viper island,4.6,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
rutland island,4.2,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
red skin island beach,3.57,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
sandbar beach,3.57,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
day trip to ross island,4.4,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
marina park,3.57,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
jolly buoy island,3.57,15.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
munda pahad beach trek,3.57,30.0,port blair,4.1,beach type,autumn_to_summer,22.0,andaman and nicobar,natural_and_scenic_state,winter
bharatpur beach,3.57,15.0,neil island,4.1,beach type,autumn_to_summer,6.0,andaman and nicobar,natural_and_scenic_state,winter
laxmanpur beach 2,3.57,15.0,neil island,4.1,beach type,autumn_to_summer,6.0,andaman and nicobar,natural_and_scenic_state,winter
"howrah bridge, andaman",3.57,15.0,neil island,4.1,beach type,autumn_to_summer,6.0,andaman and nicobar,natural_and_scenic_state,winter
laxmanpur beach 1,3.57,15.0,neil island,4.1,beach type,autumn_to_summer,6.0,andaman and nicobar,natural_and_scenic_state,winter
sitapur beach,3.57,15.0,neil island,4.1,beach type,autumn_to_summer,6.0,andaman and nicobar,natural_and_scenic_state,winter
dal lake,4.4,7.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
shankaracharya temple,4.1,4.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
indira gandhi memorial tulip garden,4.3,8.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
shalimar bagh mughal garden,4.3,10.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
nigeen lake,4.3,5.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
shikara ride,4.6,4.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
nishat bagh,4.3,9.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
pari mahal,4.3,7.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
sinthan top,3.57,81.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
chashme shahi,4.3,8.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
yusmarg,4.2,31.0,srinagar,4.5,hilly type,summer_to_autumn,56.0,jammu and kashmir,natural_and_scenic_state,summer
