visit_places,rating,city_names,visit_place_summary
22. Neemach Mata Temple,,"5 km  from city center 
 
 22 out of 42 Places To Visit in Udaipur","Perched atop the lush green Dewali hill, on the banks of the Fateh Sagar Lake in Udaipur, Neemach Mata Temple is enshrined by the Neemach Mata Devi (also known as Ambaji). Greatly revered by the Hindu pilgrims and devotees, the central deity is believed to be the house goddess of the royal family of the Maharanas in the city."
23. Wax Museum Udaipur,,"3 km  from city center 
 
 23 out of 42 Places To Visit in Udaipur","One of the most well-known tourist attractions in Udaipur, Rajasthan, the Wax Museum is situated on the Sahelion ki Bari Road. It is visited by locals and foreigners alike for its numerous wax statues of celebrities as well as other fun facilities like a Mirror Maze, a Horror House as well as a 9D Cinema."
24. Crystal gallery,,"1 km  from city center 
 
 24 out of 42 Places To Visit in Udaipur","Crystal gallery has a stunning collection of crystal artefacts and is the largest collection of crystal in the world. The gallery is located inside the Fateh Prakash Palace and was established by Maharana Sajjan Singh in 1877. He had ordered the crystal artefacts from Birmingham in 1877. However, by the time they were delivered, Maharana has passed away. 110 years later, in 1994, the artefacts were displayed in the gallery which has been open to the public ever since."
25. Menar,,"39 km  from city center 
 
 25 out of 42 Places To Visit in Udaipur","An absolute treat for nature lovers, Menar Village about 45km away from Udaipur, Rajasthan basically comprises a lake and bird sanctuary. This picturesque attraction is usually not very crowded and is the perfect location to witness a variety of migratory birds and to engage in nature photography."
26. Maharana Pratap Smarak,"3.4
 /5","46 km  from city center 
 
 26 out of 42 Places To Visit in Udaipur","Overlooks the charming Fateh Sagar Lake, Maharana Pratap Memorial comprises of a marvelous bronze statue Maharana Pratap sitting on his faithful horse Chetak. Many people come here to pay their homage to the Rajput Hero, Maharana Pratap and his loyal horse."
27. Bada Bazar Udaipur,,"1 km  from city center 
 
 27 out of 42 Places To Visit in Udaipur","Coming to visit Udaipur is almost synonymous with shopping at the many markets that the city has to offer. Flaunting and selling some of the city and the state of Rajasthan’s best kinds of stuff is the Bada Bazar, located within a kilometre of the City Palace of Udaipur."
28. Rajiv Gandhi Park,,"4 km  from city center 
 
 28 out of 42 Places To Visit in Udaipur","One of the biggest gardens in the city, the Rajiv Gandhi Park is situated close to the Fateh Sagar Lake in the Malla Talai area of Udaipur, Rajasthan. It is quite similar to the Brindavan Garden in Mysore and has wonderful views, lush greenery as well as numerous statues and more."
"29. Nehru Garden, Udaipur","3.4
 /5","4 km  from city center 
 
 29 out of 42 Places To Visit in Udaipur","Constructed in an Island at the heart of Fateh Sagar Lake, Nehru Garden encloses many distinct water fountains resembling those in Brindavan Gardens of Mysore. Another major attraction of the garden is a floating restaurant, in a boat shape."
30. Sahastrabahu Temple,,"18 km  from city center 
 
 30 out of 42 Places To Visit in Udaipur","The Sahastra Bahu Temple, often known as the Sas Bahu Temple, is essentially a cluster of 10th century temples and shrines in Nagda about 20 km from Udaipur. Set amidst beautiful landscape, it is known for its splendid architecture."
31. Sajjangarh Biological Park,,"5 km  from city center 
 
 31 out of 42 Places To Visit in Udaipur","The Sajjangarh Biological Park about 4km from Udaipur, Rajasthan is situated on the foothills of the Sajjangarh Palace which is also known as the Monsoon Palace. It is a zoological garden known to house over 21 species of animals and birds including leopards, lions, marsh crocodiles, blackbucks, ostriches etc"
32. Manik Lal Verma Park,,"1 km  from city center 
 
 32 out of 42 Places To Visit in Udaipur","Manik Lal Verma Park is a public park that is located atop a hill called Machla Magra close to Doodh Talai in Udaipur,. A beautiful space dedicated to the former Prime Minister of Rajasthan Manikya Lal Verma, it is primarily visited for its stunning views of the Talai and of Lake Pichola, its greenery and also for its serenity."
33. Food in Udaipur,,33 out of 42 Places To Visit in Udaipur,"When in the lake city, visiting the cafes along the lakes and trying the delicious food is one of the topmost things to do in Udaipur. Although the signature dish is the very famous laal maas made out of mutton in traditional Rajasthan flavours, you can also taste some of the very sumptuous dabeli, daal baati churma, lentils, Bikaneri bhurji etc."
34. Pratap Park,,"3 km  from city center 
 
 34 out of 42 Places To Visit in Udaipur","Located on the southern boundaries of Lake Pichola in Udaipur, Rajasthan, Pratap Park is a relatively new park named after Late Shri Pratap Bhandari. It is known for its massive ‘I Love Udaipur’ sign with Lake Pichola as the backdrop. It comprises not only patches of green grass but also a 250m acupressure track, an open gymnasium and a plantation of mogra flowers."
35. Trekking in Udaipur,,35 out of 42 Places To Visit in Udaipur,"Popularly called as the “Venice of the East” for its ethereal lakes and enchanting surroundings, Udaipur not only is perfect for sightseeing but also adventure sports. Trekking is one of the top tourist activities to enjoy while on a trip to the “City of Lakes”. With the backdrop of the majestic Aravalli range, there are several trekking trails in the region ranging from easy to moderate and tough, ideal for both amateurs and professionals."
36. Taj Lake Palace,,"1 km  from city center 
 
 36 out of 42 Places To Visit in Udaipur","Built in 1746 by Maharana Jagat Singh II, Taj Lake Palace is possibly one of the most romantic structures of Udaipur. The palace was used as a recreation spot and pleasurable residence of the king. Boasting of 66 rooms, the grand palace has been converted into a heritage hotel and hosts tourists from all over the world."
37. Bada Mahal,"3.4
 /5","0 km  from city center 
 
 37 out of 42 Places To Visit in Udaipur","Dating back to 17th century, Bada Mahal is an incredible structural marvel. Constructed in Rajput-Mughal architectural style, the Mahal is considered as the Men''s section of the City Palace. Every city of Rajasthan is well known for the grandeur of its monuments. Nowhere else in India will you get forts, palaces and castles so lavish and exquisite, so much so that it is a wonder for people around the world."
38. Haldighaati,"3.3
 /5","35 km  from city center 
 
 38 out of 42 Places To Visit in Udaipur","Haldighati is the pride of Rajsamand District. The place is known across the globe for the chivalrous deeds of the great Maharana Pratap. It is 44 kilometers from Udaipur. It is nestled in the middle of the Aravali range. This narrow turmeric coloured mountainous region which played a stellar role in defending the honour of Mewar dynasty, is known as Haldighati."
39. Marvel Water Park,,"4 km  from city center 
 
 39 out of 42 Places To Visit in Udaipur","Marvel Water Park is the oldest and largest of its kind in the city. The water park is the most popular weekend hangout place among families, friends and couples. It has a number of water and regular rides, a food court to tend to your hunger pangs, changing rooms, lockers etc."
40. Badi Lake,,"15 km  from city center 
 
 40 out of 42 Places To Visit in Udaipur","Situated a little on the outskirts of the city, Badi Lake is an artificial freshwater lake situated in Udaipur. Built by Maharaja Raj Singh between 1652 and 1680, Badi Lake sprawls over a humongous area of 155 sq. km. Ideal as a popular picnic spot, Badi Lake also boasts of utter peace and tranquility as it is devoid of the regular tourist crowd."
41. Chetak Circle,,"2 km  from city center 
 
 41 out of 42 Places To Visit in Udaipur","One of the prominent shopping hubs of the ‘City of Lakes’, Chetak Circle is a perfect combination of tucked up cosy shops strewn about with colourful apparels and fabrics, and roadside stalls selling mouth watering street food and sweetmeats. The highlight of the market is however, the brightly coloured and clothed puppets which are also synonymous with the traditional folk shows of Rajasthan."
42. Jeel Water Park,,"9 km  from city center 
 
 42 out of 42 Places To Visit in Udaipur","Situated in Chitrakoot Nagar, Bhuwana, Jeel Water Park is a newly constructed water park in the city of Udaipur. Facilitated with umpteen big and small water rides, roller coasters, water music DJ etc, the park has become the common favourite of the people."
1. Lakhi Narayan Bari,,,
2. Chouddo Devotar Mandir,,,
3. Tea Estates,,,
4. Unokotiswara Kal Bhairava,,,
1. Unokotiswara Kal Bhairava,,,
1. Taj Mahal,,"3 km  from city center 
 
 1 out of 19 Places To Visit in Agra","One of the seven wonders of the world, Taj Mahal is located on the banks of River Yamuna in Agra. It was built by the Mughal Emperor Shah Jahan as a memorial for his third wife, Mumtaz Mahal. It also houses the tomb of Shah Jahan himself. Constructed entirely out of white marble in the 17th century, Taj Mahal is one of the most beautiful monuments in the world. Every year visitors numbering more than the entire population of Agra pass through the magnificent gates to catch a glimpse of this breathtaking monument!"
2. Agra Fort,"4.6
 /5","1 km  from city center 
 
 2 out of 19 Places To Visit in Agra","Also known as Lal Qila, Fort Rouge or Red Fort of Agra, the Agra Fort is a UNESCO world heritage site. It is situated at a distance of about 2.5km northwest of the famous Taj Mahal. The construction of the massive fort of red sandstone by the banks of Yamuna river was started by emperor Akbar."
3. Taj Mahotsav,,3 out of 19 Places To Visit in Agra,"Taj Mahotsav is an annual ten-day festival that takes place in Agra. The festival showcases an outstanding variety of art and craft, dance and cuisines of artisans from different regions of India. It is a paradise for food aficionados, children and the appreciators of folk culture."
4. Fatehpur Sikri,"4.5
 /5","36 km  from city center 
 
 4 out of 19 Places To Visit in Agra","Located at a distance of 40km from Agra, Fatehpur Sikri is a town in the Agra district and a famous tourist attraction. A city predominantly made of red sandstone, Fatehpur Sikri was founded in 1571 century by Mughal Emperor Akbar. It is essentially a fortified city built by the king and had been the capital of his Empire for fifteen years. Now a UNESCO world heritage site, it is home to Jodha Bai's Palace, Jama Mosque, Buland Darwaza, and Tomb of Salim Chisti among many other famous monuments. Derived from Arab and central Asian tent encampments, the Imperial Complex is a work of pavilions arranged in formal geometry on a piece of land."
5. Itimad-ud-daulah's Tomb,"3.5
 /5","3 km  from city center 
 
 5 out of 19 Places To Visit in Agra","This tomb nestled on the bank of the river Yamuna was built by Queen Noor Jahan for her parents in the middle of the Persian Garden. It was constructed using yellow marble, with black and white marble inlay, and was hence called the Baby Taj."
6. Mehtab Bagh,"3.6
 /5","3 km  from city center 
 
 6 out of 19 Places To Visit in Agra","Located just north to the glorious wonder called the Taj Mahal and overlooking the Agra Fort and Yamuna river on the opposite side, Mehtab Bagh is a rare retreat of natural bliss and one of the most scenic spots in Agra."
7. Shopping in Agra,"3.0
 /5","2 km  from city center 
 
 7 out of 19 Places To Visit in Agra","Various small shops in Agra sell handicrafts and stone products such as jewelry boxes, and plaques. Leather goods of good quality are also available in the markets. Most products have some dedication to the Taj Mahal."
8. Akbar's Tomb,"4.0
 /5","7 km  from city center 
 
 8 out of 19 Places To Visit in Agra","The Tomb of Akbar is an important and iconic Mughal architectural masterpiece, built in 1605 and 1613. It is located at Sikandra, in the suburbs of Agra, on the Mathura road (NH2), 8 km west of the city core. About a km away from the tomb, lies Mariam's Tomb, the tomb of Mariam-uz-Zamani, wife of the Mughal Emperor Akbar and the mother of Jahangir."
9. Jama Masjid,"4.0
 /5","1 km  from city center 
 
 9 out of 19 Places To Visit in Agra","This relatively simple mosque built almost entirely in red sandstone was built by Jahanara, the daughter of Shah Jahan. Seen in itself, this is still an imposing piece of architecture and one of the largest mosques in the country. This is still used as the main mosque in the city."
10. Chini ka Rauza,"3.3
 /5","4 km  from city center 
 
 10 out of 19 Places To Visit in Agra","Dedicated to the memory of the Prime Minister of the court, during the reign of the Mughal Emperor Shah Jahan, Chini ka Rauza is a funerary monument situated on the eastern bank of the Yamuna river in Agra."
11. Jhangir Mahal,,"1 km  from city center 
 
 11 out of 19 Places To Visit in Agra","The residential palace of Jahangir Mahal, stands tall in the Agra Fort complex. Built by Akbar, in the 17th Century, this Red Sandstone marvel is a multi-storeyed palace with a series of courtyards running from north to south, along the eastern fort wall. The palace is located north of Akbari Mahal, another important Mughal marvel that now breathes in its ruins and faces the river Jamuna. One of the most popular tourist places in Agra, the Jahangir Mahal served as a private residence to Akbar’s son and successor, Jahangir.
The Jahangir Mahal is one of the first buildings you would come across when you enter Agra through the Amar Singh Gate."
12. Dolphin Water Park,,"15 km  from city center 
 
 12 out of 19 Places To Visit in Agra","Inaugurated in 2002, Dolphin World Water Park is spread over an area of 14 acres and is replete with thrilling slides, roller coasters, water and regular rides etc. Besides, it has an amusement park, a play area for kids, locker room and other facilities."
13. Anguri Bagh,"3.5
 /5","1 km  from city center 
 
 13 out of 19 Places To Visit in Agra","Centrally situated in the premises of Khas Mahal, Anguri Bagh was built by Mughal Emperor Shah Jahan in 1637. As the name suggests, Khas Mahal (or Aramgah- i - Muqaddasa) was constructed for the emperor as his exalted place of leisure and rest."
14. Taj Museum,"3.4
 /5","3 km  from city center 
 
 14 out of 19 Places To Visit in Agra","Located inside the Taj Mahal complex, the museum was established in 1982 on the western ends of the Taj Gardens. The tiny but terrific depository is a double-storeyed building with a quadrangle projection outside."
15. Kalakriti Dance Drama Show,,"5 km  from city center 
 
 15 out of 19 Places To Visit in Agra","Staging the popular play of Mohobbat-e-Taj, Kalkriti Culture and Convention Centre is a must-visit in Agra. This theatrical performance narrates the tale of the Taj Mahal's origin and is located close to the wonder of India."
16. Wildlife SOS,"3.5
 /5","17 km  from city center 
 
 16 out of 19 Places To Visit in Agra",Wildlife SOS is a non-profit organisation in India that rescues and rehabilitates wild animals and forests. Its Agra Bear Rescue Facility is the largest sloth bear rescue facility in the world housing 130 sloth bears. The Elephant Care and Conservation Centre rescues and rehabilitates abused and captive elephants.
17. Mother Teresa's Missionaries Of Charity,"3.4
 /5","0 km  from city center 
 
 17 out of 19 Places To Visit in Agra","Located on Ajmer Road in Agra, Mother Teresa’s Missionaries of Charity works for the upbringing, well- being and education of the orphaned kids in addition to caring for the elderly and the homeless."
18. Friends Gokulam Fun City Water Park,,"15 km  from city center 
 
 18 out of 19 Places To Visit in Agra","Friends Gokulam Fun City Water Park is the second largest water park in Agra. Spread over vast acres of land, the water park boasts of a number of slides, roller coasters and fun rides both for adults and kids."
19. Ram Barat,,19 out of 19 Places To Visit in Agra,The Ram Barat is a joyous and one of the most important festivals in Northern India held in September every year. It celebrates the divine marriage ceremony of Lord Rama by taking out his marriage procession and carrying out all the ceremonies related to marriage.
1. Shri Kashi Vishwanath Temple,"4.4
 /5","4 km  from city center 
 
 1 out of 42 Places To Visit in Varanasi","Situated on the western bank of holy river Ganga in Varanasi, Kashi Vishwanath Temple is one of the 12 Jyotirlingas or temples dedicated to Lord Shiva.  The main deity of Kashi Vishwanath Temple is Lord Shiva, also known as Vishwanatha or Vishweshwarar meaning 'the ruler of the universe'. The city of Varanasi, the cultural capital of India, is thus known as the city of Lord Shiva. The temple has 800 kg of gold plating on its tower."
2. Dashashwamedh Ghat,"3.6
 /5","4 km  from city center 
 
 2 out of 42 Places To Visit in Varanasi","Dashashwamedh Ghat, situated on the Ganges River in Varanasi, holds immense religious significance and cultural vibrancy. Renowned for its daily Ganga Aarti, it offers a mesmerizing experience with spiritual rituals, pilgrim activities, and a lively atmosphere. Every evening, Dashashwamedh Ghat hosts the renowned Ganga Aarti, a spiritual ceremony featuring priests conducting rituals with brass lamps and hymns."
"3. Ganga Aarti, Varanasi",,"4 km  from city center 
 
 3 out of 42 Places To Visit in Varanasi",Ganga Aarti is an important ritual held on a grand scale every morning and evening on the banks of the holy Ganges. The priests perform the Aarti at Dashashwamedh Ghat. The entire Ghat gets illuminated with a divine light that can be felt strongly. The magnificent ritual involves huge brass lamps lit with oil and the priests chant the holy mantras that reverberate in the entire location.
4. Assi Ghat,"4.3
 /5","5 km  from city center 
 
 4 out of 42 Places To Visit in Varanasi","The Assi Ghat is placed at the confluence of the Rivers Assi and Ganga and is famous for the large Shiva Lingam installed under a peepal tree. It has immense religious importance and has been mentioned in the Puranas and various legends as well. Assi Ghat is the heart of Varanasi and the locals, as well as, the tourists flock there to enjoy the amazing view of the sunset and sunrise at the Ganges."
5. Sankat Mochan Hanuman Temple,"3.6
 /5","4 km  from city center 
 
 5 out of 42 Places To Visit in Varanasi",The Sankat Mochan Hanuman Temple is situated by the River Assi and was built in the 1900s by the freedom fighter Pandit Madan Mohan Malviya. It is dedicated to Lord Rama and Hanuman. Varanasi is always related to Sankat Mochan Temple and is an essential part of this holy city. Every person visiting Varanasi visits this temple and pay their respects to Hanuman.
"6. Ganga Mahotsav, Varanasi",,6 out of 42 Places To Visit in Varanasi,"The Ganga Mahotsav is celebrated every year to display the cultural heritage of the Gangetic plains, especially that of the ancient city of Kashi, which is now known as Varanasi. The festival is celebrated for five days and is organised by the Mahotsav Samiti of the Department of Tourism of the Government of Uttar Pradesh."
7. Shri Satyanarayan Tulsi Manas Mandir,"3.6
 /5","4 km  from city center 
 
 7 out of 42 Places To Visit in Varanasi","Constructed in 1964, this temple is dedicated to Lord Rama and is named after the saint poet Tulsi Das. It displays the Shikhara style of architecture and exhibits various inscriptions from the Ram Charit Manas on the walls of the temple. Various episodes of Ramayana have also been depicted on the upper storey of the temple in the form of carvings."
8. Ramnagar Fort,,"7 km  from city center 
 
 8 out of 42 Places To Visit in Varanasi","Located on the Eastern banks of River Ganga, opposite to Tulsi Ghat, Ramnagar Fort is a stunning historical monument in Varanasi. It was built by Raja Balwant Singh in 1750 according to the Mughal style of architecture. Even though the system of Kings was abolished in the region, the current Maharaja, Pelu Bhiru Singh, resides in the Fort."
9. Vishwanath Gali,,"4 km  from city center 
 
 9 out of 42 Places To Visit in Varanasi","Vishwanath Gali is famous for street shopping in Varanasi. A variety of items are sold in the bustling gali at affordable rates. One can easily find modern or traditional apparel, household items, home decor items, brass idols of deities, etc. The Gali is also well known for local snacks and sweets."
"10. New Vishwanath Temple, BHU","4.3
 /5","6 km  from city center 
 
 10 out of 42 Places To Visit in Varanasi","The New Vishwanath Temple is every pious man's go-to destination to feel overwhelmed by the presence and power of the great Lord Shiva. Not only is it located in the heart of the cultural capital of India - Varanasi, but its divinity is multiplied by the holy river Ganga that flows by its side. Banaras Hindu University is hence home to one of the biggest tourist attractions in the city of Varanasi."
11. Ramnagar Ramlila at Varanasi,,11 out of 42 Places To Visit in Varanasi,"Ramlila is a traditionally performed set of plays that depict Lord Ram's journey as told by the Ramayana. The 200-year-old Ramlila grew under the patronage of the Royal House of Benaras. Organized on a grand scale, around 10,000 people take part in the celebrations. The performance usually happens over ten days, but in Ramnagar, it stretches on for more than a month."
"12. Durga Temple, Varanasi","3.6
 /5","4 km  from city center 
 
 12 out of 42 Places To Visit in Varanasi","Durga Temple, nestled in the vibrant city of Varanasi, is a unique Hindu shrine dedicated to Goddess Durga built in the 18th century. Renowned for its vivid red color and intricate architecture, the temple exudes a spiritual aura. Devotees visit to seek blessings, especially during the festive fervor of Navaratri, when the temple comes alive with religious celebrations."
13. Banaras Hindu University,,"6 km  from city center 
 
 13 out of 42 Places To Visit in Varanasi","Established by Madan Mohan Malviya in 1916, Banaras Hindu University is a 5.3 square kilometre campus in the city. It has about 30,000 students residing in the campus and is the largest residential university in the continent. The University has a long list of notable alumni and faculty. The Indo-Gothic architecture and the sprawling lawns add to the beauty of the place."
14. Nepali temple,,"4 km  from city center 
 
 14 out of 42 Places To Visit in Varanasi","One of the oldest temples in the city, Nepali Temple is a 19th century shrine dedicated to Lord Shiva. It was established by the King of Nepal and is a spitting image of the Pashupatinath Temple located in Kathmandu. The traditional architecture of the structure made of stone, terracotta and wood carvings attracts visitors in large numbers."
15. Shivala Ghat,,"4 km  from city center 
 
 15 out of 42 Places To Visit in Varanasi","Shivala Ghat is quite famous religiously and historically too. There are a number of historic monuments around the Ghat. The mansion of the King of Nepal, King Sanjay Vikram is situated right next to the Ghat, also the Chet Singh Fortress. The view of the river from the Ghat is worth a visit."
16. Kedar Ghat,,"4 km  from city center 
 
 16 out of 42 Places To Visit in Varanasi",Kedar Ghat is one of the oldest Ghats in Varanasi and is considered cleaner for bathing in the holy River Ganga and offering prayers to Lord Shiva at the Kedareshwar Temple. It is often visited for the beautiful surroundings and the spiritual vibe.
17. Batuk Bhairav Mandir,,"2 km  from city center 
 
 17 out of 42 Places To Visit in Varanasi","Famous for being a place of worship for Aghoris and Tantriks, Batuk Bhairav Mandir is considered to be of immense religious importance. The temple is dedicated to Batuk Bhairav who was an incarnation of Lord Shiva. An interesting feature of the temple is the sacred Akhand Deep which is believed to be burning for ages. The oil from this lamp is said to have healing powers."
18. Gyan Vapi Well,,"4 km  from city center 
 
 18 out of 42 Places To Visit in Varanasi","Gyan Vapi Well is a sacred well for the Hindu community located inside the premise of Kashi Vishwanath Temple. The water of the well was considered to be holier than the water of River Ganga before it was polluted by the offerings made by the pilgrims. It is said that when Aurangzeb attacked the old temple, the temple priest threw the Shivalinga in the well and jumped in it to protect it."
19. Bharat Mata Mandir,,"2 km  from city center 
 
 19 out of 42 Places To Visit in Varanasi","Bharat Mata Mandir is a unique shrine dedicated to our country, Mother India. The temple does not have any deity, but a relief map of the country carved in marble. The temple was the brainchild of Babu Shiv Prasad Gupta, a freedom fighter. It was built in 1936 and inaugurated by Mahatma Gandhi and has ever since been the only one dedicated to a country in the World."
"20. Tibetan Temple, Varanasi",,"8 km  from city center 
 
 20 out of 42 Places To Visit in Varanasi","A shrine with stunning Tibetan Architecture, Tibetan Temple was where Lord Buddha taught his disciples the four truths of life. The edifice has a beautiful statue of Shakyamuni, prayer wheels and is decorated with traditional Buddhist paintings also called Thangksa. The unique feature of the temple is the prayer wheels that release strips of paper with chants written on them when rotated clockwise."
21. Alamgir Mosque,,"4 km  from city center 
 
 21 out of 42 Places To Visit in Varanasi","Alamgir Mosque is a 17th century structure built by Mughal Emperor, Aurangzeb, on a land which once had a Shiva Temple and was demolished by him. The mosque is an architecturally stunning building built according to the Indo-Islamic style with beautiful minarets and high domes."
22. Manmandir Ghat,,"4 km  from city center 
 
 22 out of 42 Places To Visit in Varanasi",Manmandir Ghat was built by Maharaja Mann Singh in the early 17th century. The Ghat is famous for a palace built by the Maharaja and an Observatory built in 1710 by Savai Jaisingh II. On the northern side of the Ghat is a stone balcony from where visitors can get a beautiful view of River Ganga.
23. ISKCON Varanasi,,"4 km  from city center 
 
 23 out of 42 Places To Visit in Varanasi","ISKCON was established by Bhaktivedanta Swami Prabhupada to promote Krishna Consciousness and educate people with the teachings of Lord Krishna as per the Bhagwad Geeta. Regular poojas, kirtanas and chanting sessions are very popular here. Everyone is welcome to join these sessions without discrimination."
24. Bharat Kala Bhavan Museum,,"6 km  from city center 
 
 24 out of 42 Places To Visit in Varanasi","An archaeological and art museum, Bharat Kala Bhavan Museum exhibits a beautiful collection of sculptures, artefacts, paintings, jewellery, pottery, textiles, etc. ranging between the 1st and the 15th century. The total artefacts on display are over 100,000 including their rare collection of miniature paintings and manuscripts."
25. Manikarnika Ghat,,"4 km  from city center 
 
 25 out of 42 Places To Visit in Varanasi","Considered as a gateway to the next life, Manikarnika Ghat is a highly sacred riverfront in India. It is believed that spending the last few days of life at the Ghat and completing the rituals of cremation here ensure a painless passing and also a way to attain freedom from the endless cycle of birth and death."
26. Chunar Fort,,"24 km  from city center 
 
 26 out of 42 Places To Visit in Varanasi","Chunar Fort is an 11th century fort important for its history and architecture. With a part of the might fort extending on the rocky and uneven banks of River Ganga, Chunar Fort is a stunning structure to explore. It has an aesthetic appeal that draws tourists. The fort has also been featured in a famous Bollywood movie ""Gangs of Waseypur""."
27. Chinese Temple,,"9 km  from city center 
 
 27 out of 42 Places To Visit in Varanasi",Chinese Temple is a colourful shrine dedicated to Lord Buddha and built according to the Chinese/Buddhist architecture. The temple has a spacious meditation hall where visitors can meditate in silence and soak in the serene vibe.
"28. St Mary's Church, Varanasi",,"9 km  from city center 
 
 28 out of 42 Places To Visit in Varanasi","St. Maryês Church is a 200-year-old architectural marvel, the oldest church in the town and the oldest standing garrison church in the southern part of Asia. It was established in 1810 by Reverend George Weatly and was an important church for the European and British community residing in Varanasi."
"29. Yoga, Varanasi",,"4 km  from city center 
 
 29 out of 42 Places To Visit in Varanasi","Yoga Training Centres at Varanasi are the best centres to learn Yoga in its true form that involves the body, the mind and the spirit. The trainers are highly experienced professionals or Yoga Acharyas who guide students through the accurate postures and the science of Yoga."
30. Varanasi Fun City,,"5 km  from city center 
 
 30 out of 42 Places To Visit in Varanasi","Varanasi Fun City is one of the most popular water parks in the city. The park bustles with activity and vibrancy especially during the weekends owing to its exuberant swings, magnanimous roller coaster and the like. Ideal for all age groups, the park also has a food court to tend to your hunger pangs once you are done chilling in the waters."
31. Aqua World,,"9 km  from city center 
 
 31 out of 42 Places To Visit in Varanasi","Situated on the Varanasi- Allahabad highway, Aqua World is another one of the popular water parks in Varanasi. With a plethora of fun rides and slides, the theme park is the perfect way to spend an entertaining day with family and friends."
32. Vindham Waterfalls,,32 out of 42 Places To Visit in Varanasi,"Vindham Waterfalls is a gorgeous waterfalls in MIrzapur, 90 kms from Varanasi. The waterfalls are also in close proximity of other popular tourist attractions like Tanda fountains, caves and temples. The mesmerising waterfall is a famous picnic spot and attracts a large tourist influx."
33. Lakhaniya Dari Waterfall,,"40 km  from city center 
 
 33 out of 42 Places To Visit in Varanasi","Lakhaniya Dari Waterfall is situated at a distance of around 48 kms from Varanasi in Latifpur in Varanasi. The waterfalls are a hidden gem away from the din and chaos of the city. Especially popular among trekkers and adventure enthusiasts, the falls can be reached through a small trek in the hills."
34. Rajdari Waterfalls,,"46 km  from city center 
 
 34 out of 42 Places To Visit in Varanasi","Rajdari Waterfalls is situated in Chandauli, 60 kms from Varanasi. The beautiful waterfalls are a popular picnic spot among the city dwellers. The huge waterfalls gushing down the cliffs are a visual delight to the eyes. The top spot of the falls also offer beautiful views of the valley below."
35. Devdari Waterfall,,"45 km  from city center 
 
 35 out of 42 Places To Visit in Varanasi","At a distance of 65 kms from Varanasi in Chandauli, Uttar Pradesh, Devdari Waterfalls is a beautiful spot with cascading silvery water amidst lush green surroundings. Falling down a height of 58 metres, the waterfalls are a popular spot of tourism and attracts a large tourist influx."
36. Mukkha Falls,,36 out of 42 Places To Visit in Varanasi,"Situated at a distance of 60 kms from Varanasi, Mukkha Waterfalls is a gorgeous mesmerizing waterfalls in the Sonabhadra district of Uttar Pradesh. The waterfalls are also in close proximity of Lakhaniya Cave Paintings and look the best during the rainy season."
37. Tanda Falls,,"54 km  from city center 
 
 37 out of 42 Places To Visit in Varanasi","Tanda Falls is another one of the beautiful waterfalls in Mirzapur district, 80 kms from Varanasi. The spot offers a very rejuvenating break from the hustle bustle of the city. The waterfalls especially come alive during the rainy season when the gushing waterfalls is sparkling in all its glory and fervour."
38. Sita Samahit Sthal,,38 out of 42 Places To Visit in Varanasi,"Located in the Bhadoi district of Uttar Pradesh, around 54 km from Allahabad and 44 km from Varanasi, Sita Samahit Sthal is a revered Hindu temple and a popular pilgrimage spot. Enshrined by Goddess Sita, the temple is said to hold mythical as well as historical importance. It is believed that the temple is the place where Goddess Sita descended into the earth."
39. Street Food In Varanasi,,39 out of 42 Places To Visit in Varanasi,"Street food in Varanasi is as elaborate as the city's history. And Varanasi is as old as time itself. Since Aryan culture is found in the holy city, meat and beef is not that common and vegetarian cuisine is mostly followed with some exceptions due to Muslim habitations. The food of Varanasi is influenced by nearby states including Bihar and West Bengal, which has been given a different flavour by the locals of the city."
40. Boat Ride in Varanasi,,40 out of 42 Places To Visit in Varanasi,"A boat ride on the sacred Ganges is an integral part of the Varanasi experience, offering a surreal encounter with spirituality, rituals, and the historical charm of this ancient city. Whether you choose a sunrise voyage to witness the dawn rituals or a sunset cruise to immerse yourself in the mesmerizing nightly aarti fire ceremony, the Ganges unfolds its mystical tales."
41. Dev Deepawali,,"7 km  from city center 
 
 41 out of 42 Places To Visit in Varanasi","Dev Deepavali, also known as the Diwali of the Gods, is a grand celebration that unfolds in the sacred city of Varanasi, Uttar Pradesh, India. Taking place fifteen days after the popular festival of Diwali, Dev Deepavali is a unique manifestation of devotion, spirituality, and a spectacular display of lights that transforms the spiritual capital of India into a realm of divine radiance."
42. Swarved Mahamandir Dham,,"13 km  from city center 
 
 42 out of 42 Places To Visit in Varanasi","Nestled in the spiritual heart of India, Varanasi, the Swarved Mahamandir Dham stands as an epitome of spiritual enlightenment and architectural brilliance. Serving as the world's largest meditation center, this colossal structure is dedicated to the moral and spiritual growth of humanity, offering a sanctuary for seekers from all walks of life."
1. Bara Imambara,"4.3
 /5","4 km  from city center 
 
 1 out of 47 Places To Visit in Lucknow","The Bara Imambara of Lucknow is one of the most famous monuments of the city. Also known as Asfi Imambara,  after the name of the Nawab of Lucknow who got it constructed, it is an important place of worship for the Muslims who come here every year to celebrate the religious festival of Muharram. The Imambara is specially known for its incredible maze, known as Bhul Bhulaiya locally, which is located in the upper floor of the monument."
