visit_places,rating,city_names,visit_place_summary
16. Sivasailam Temple,,"39 km  from city center 
 
 16 out of 30 Places To Visit in Tirunelveli","Located in the Western Ghats and surrounded by Siver Hill, Sivasailam Temple is a beautiful temple dedicated to Lord Shiva. The Shivalinga is believed to appear from a rock on the hill after it was flooded with milk by several cows. Hence, the deity is called Sivasailanathar. The ancient temple architecture also draws visitors every year."
17. Suyambulingaswamy Temple,,"54 km  from city center 
 
 17 out of 30 Places To Visit in Tirunelveli",Suyambulingaswamy Temple is dedicated to Lord Shiva and is a religiously important shrine in the region. The temple is located in a serene place amidst tall green trees and close to the seashore. It is believed to be highly beneficial to take a bath in the sacred spring before offering prayers to the deity.
18. Karaiyar Dam,,"44 km  from city center 
 
 18 out of 30 Places To Visit in Tirunelveli","Karaiyar Dam was built for power generation and to meet the water requirements for irrigation. Also called as the Papanasam Dam, it is built on River Thabirabarani. The Gravity Dam stands 44 metres tall and has a length of 227 metres and the power plant generates a total capacity of 32 MW."
19. Shivamathungai Falls,,"45 km  from city center 
 
 19 out of 30 Places To Visit in Tirunelveli",Shivamathungai Falls is a stunning waterfall in the region which is also considered as one of the main falls of Courtalam. The waterfall is surrounded by dense vegetation and is a perfect attraction to visit during the monsoons.
20. Thirupudaimaruthur Temple,,"4 km  from city center 
 
 20 out of 30 Places To Visit in Tirunelveli",Thirupudaimaruthur Temple is one of the oldest temples in the regions. The picturesque location at the confluence of the Gadana and Thamirabarani rivers make it a beautiful attraction. The temple was built in 650 BCE by King Maravarman.
21. Shenbaga Devi Amman Temple,,"52 km  from city center 
 
 21 out of 30 Places To Visit in Tirunelveli","Shenbaga Devi Amman Temple is dedicated to Goddess Shenbaga, an incarnation of Goddess Durga. The temple is located in the natural terrain of the region covered in dense forests with the main waterfalls of Courtalam gushing nearby through the forest. The divine vibe of the presiding deity draws devotees every day."
22. Srivaikuntam,,"26 km  from city center 
 
 22 out of 30 Places To Visit in Tirunelveli","Located on the banks of River Tamirabarani, Srivaikuntam is a scenic panchayat famous for its temples and rich culture. The ancient Srivaikuntam Perumal Temple in the town is a famous attraction dedicated to Lord Vishnu who is said to have slain a demon at the location."
23. Tenkasi,,"50 km  from city center 
 
 23 out of 30 Places To Visit in Tirunelveli","Tenkasi is famous for its temple which is believed to be built by a Pandyan King, King Arikeari Parakrama after Lord Vishwanatha appeared in his dream and instructed him to do so. The temple architecture has several inscriptions and carvings of mythological figures."
24. Ambasamudram,,"27 km  from city center 
 
 24 out of 30 Places To Visit in Tirunelveli","Located on the foothills of the Western Ghats, Ambasamudram is a taluk in the region famous for the ancient Kasibanathaswamy and Lrishnaswamy Temples dedicated to Lord Shiva and Lord Vishnu respectively."
25. Nanguneri,,"27 km  from city center 
 
 25 out of 30 Places To Visit in Tirunelveli","Nanguneri is a little town famous for the Todari Mutt, a Vaishnavite temple, where it is believed that Lord Vishnu appeared in front of Indra, Brahma and Bhrigu Muni. The panchayat town is one of the Divya Desams. It is a religiously important location as it is also a Swayamvyakta Kshetra."
26. Sengottai,,"57 km  from city center 
 
 26 out of 30 Places To Visit in Tirunelveli","Named after the fort at the entrance of the town, Sengottai is an attraction famous for its rich culture. An independence activist, Vanchinathan, from Sengottai had shot the then Collector, Robert William dêEscourt Ashe and later committed suicide to escape the arrest. The place, thus, also has historic significance in the region."
27. Manjolai,,"36 km  from city center 
 
 27 out of 30 Places To Visit in Tirunelveli","Manjolai is a beautiful hill station located in the Kalakad Mundanthurai Tiger Reserve. The hill station is famous for tea plantations, the Manimuthur Dam and the Manimuthur waterfalls surrounded by natural surroundings making it a perfect attraction for nature lovers."
28. Manimuthar Dam,,"6 km  from city center 
 
 28 out of 30 Places To Visit in Tirunelveli","Manimuthar Dam is an engineering marvel that was built in 1958 to prevent the rainwater from entering the Bay of Bengal and using it for irrigation purposes. The 5,500 million cubic feet dam has 7 chute spillways and can hold water up to 120 feet."
29. Government Archaeological Museum,,"5 km  from city center 
 
 29 out of 30 Places To Visit in Tirunelveli","Established in 1992, Government Archaeological Museum has an interesting collection of archaeological, historical, zoological, botanical samples and artefacts found the surrounding regions. A gigantic Tyrannosaurus Rex made of fibreglass is a must-see at the museum."
30. District Science Centre,,"2 km  from city center 
 
 30 out of 30 Places To Visit in Tirunelveli","District Science Centre has a Science Park and Gallery for the Teasures from the Ocean. The centre was opened in 1987 and is a popular attraction amongst nature lovers and technology enthusiasts. The place is actively involved in Workshops, Training and Science Camps to supplement the education in science in schools and colleges."
1. Vellore Fort,,1 out of 16 Places To Visit in Vellore,"The Vellore Fort which is said to have been built during Channa Bommi Nayaka and Thimma Reddy Nayaka in the 15th century and happens to be one of the best examples of military architecture in South India. These two who built Vellore fort were Chieftains under Sadashiva Raya who was the ruler of Vijayanagara at that time. It is one of the most massive forts built during its time and is considered as one of the unique forts in India. It is spread over an area of more than 500 meters, situated at an altitude of 220m. Located right in the centre of the city, it has a giant moat at its entrance, where 10,000 crocodiles used to swim earlier."
2. St. John's Church,,2 out of 16 Places To Visit in Vellore,"St. John’s Church is one of the oldest churches in the Vellore Diocese which follows the Anglican tradition. Located in the heart of the city in Vellore and within the campus of Vellore Fort, it is a church that is most visited by the locals and also one of religious significance. Built-in 1846, the interiors of the church has a touch of charm to it. At present, the majority of the church is in association with the Christian Medical College & Hospital. The church also works with several NGOs and supports schools and hostels."
3. Archaeological Survey of India Museum,,3 out of 16 Places To Visit in Vellore,"Archeological Survey of India Museum is neighbouring to the Fort of Vellore. This museum exhibits various kinds of ancient stones, as old as 1000 years, Statues, stone carvings, coins and exhibits that enlighten us about the history. Few of the sculptures are said to exist from the 8th century. The museum takes a minimum of 2 hours to stroll around and experience the rich history."
4. Sripuram Golden Temple,,4 out of 16 Places To Visit in Vellore,"The Sripuram Golden Temple is a sight to behold, and it is situated in Tirumalaikodi at Southern Vellore, Tamil Nadu. The golden temple sits inside a spiritual park or ‘Spiritual Oasis’, and a star path leads the visitors towards it. The main feature of the temple has to be that it is covered in real gold foil and it is regarded as the biggest and the only temple to do that. The inauguration took place on 24th August 2007, and it was inaugurated by Narayani Amma. The chief deity of the temple is Sri Lakshmi Narayani or Maha Lakshmi, who is the Goddess of wealth in Hinduism. Sashasra Deepam or one thousand eight lamps is a ceremony that is performed in the temple every morning and in the evening. Pilgrims enjoy the beautiful natural park when they visit the temple. The best time to visit the temple is every day as the body decided to keep it open 365 days in a year."
5. Periyar Park,,"2 km  from city center 
 
 5 out of 16 Places To Visit in Vellore","Periyar Park centrally located in the city of Vellore is a spot frequently visited by both locals and tourists. It is a park with state-of-the-art facilities for joggers, family picnics and other pastimes. This place is best known for its vibrant green matting all over and the different species of birds here. The park has an entirely separate section for birds; it features a 1-kilometre long path for charming promenades, attractive benches, a roller-skating area, fully-functioning toilets and a children’s play area with battery-powered cars and motorcycles. Periyar Park ensure the enjoyment of people of all ages!"
6. Virinjipuram Temple,,"4 km  from city center 
 
 6 out of 16 Places To Visit in Vellore","Virinjipuram Temple, which is popularly known as Sri Margabandeeswarar Temple, is located about 14 kilometres away from Vellore City, in Virinjipuram Village. Situated in the state of Tamil Nadu on the southern bank of Palar River, the temple owes the beautiful artistic stonework on its walls and its palatial Dravidian architecture to the rulers of Chola Dynasty."
7. Palamathi Hills,,"6 km  from city center 
 
 7 out of 16 Places To Visit in Vellore","Palamathi Hills also known as Balamathi Hills is an area belonging to the Eastern Ghats, which come under the location of Vellore, Tamil Nadu. Palamathi Hills consisting of the Otteri Lake and Palamathi Reserve Forest is a vantage point of the most breathtaking views in the region, isolated from pollution and the hustle-bustle of the main city area. The best time to visit Palamathi Hills is during the period of October to March for an experience accompanied by pleasant weather."
8. Tipu and Hyder Mahal,,8 out of 16 Places To Visit in Vellore,"Tipu Mahal and Hyder Mahal are two separate castles inside the premises of the Vellore Fort which is located in Vellore city of Tamil Nadu. Although the Vijayanagara Kings built the Vellore Fort and all the other buildings inside it in the 16th Century, Tipu Mahal and Hyder Mahal are known by the names of Tipu Sultan and Hyder Ali who ruled over Mysore in the 18th Century. Both the palaces have undergone decades of climate change and pollution and are currently being looked after by the Archaeological Survey of India."
9. Jalakandeswarar Temple,,"4 km  from city center 
 
 9 out of 16 Places To Visit in Vellore","Jalakandeswarar Temple is located in the city of Vellore, precisely within Vellore Fort. It is a Hindu place of worship in honour of Lord Shiva, who also goes by the name of Lord Jalakandeswarar. The temple is a magnificent representation of grand Vijayanagaram Architecture. Besides, one may also observe detailed sculptures dedicated to other Hindu deities such as Lord Vishnu, Goddess Mahalakshmi, Goddess Parvati, Lord Brahma, and Goddess Saraswathi."
10. Kaigal Falls,,"64 km  from city center 
 
 10 out of 16 Places To Visit in Vellore","Located at a distance of 98 km from Vellore, the Kaigal fall is nestled amidst the Koundinya Wildlife sanctuary. The Kaigal waterfall derives its name from the village Kaigal, that surrounds it. Locally known as Dumukurallu waterfalls ( a Telugu word used for a sound resembling the sound of falling stones from above), Kaigal falls are perennial. The waterfall is subdivided into three cascading falls and waterfalls from a height of approximately 40 ft. The water forms several small pools at the bottom."
11. Yelagiri,,11 out of 16 Places To Visit in Vellore,"A quaint little hill station located in Vellore, Yelagiri is just three hours away from Bangalore, making it the perfect spot for a quick weekend getaway. Spread a little over 30 square kilometres, and at a height of over 1100 metres above sea level, Yelagiri offers its tourists some beautiful places like the Jalagamparai falls, sweeping orchards and rose garden, among others. The ideal destination for nature lovers, Yelagiri is a town that is completely off the beaten tourist trail, lending it a quieter and much more peaceful vibe compared to other more famous hill stations nearby. Originally belonging to the Zamindar family of Yelagiri, the hill station began to gain popularity since the colonial rule, when it was used by the British as a summer getaway. Ever since then, it has been one of the hidden gems of South India, replete with rocky hills and natural scenic beauty, making it the perfect place to take a break from the fast-paced city life."
12. Punganur Lake,,"65 km  from city center 
 
 12 out of 16 Places To Visit in Vellore",The Punganoor Lake is one of the most popular artificial lakes in Tamil nadu. The man made lake covers nearly 60 sq. meters of land. There is also a fountain in the middle and boating facilities are available.
13. Gingee Fort,,"79 km  from city center 
 
 13 out of 16 Places To Visit in Vellore","Known as the ""Troy of the East"" by the British, Gingee Fort is located in Villupuram District of Tamil Nadu,  160 kilometres from the state capital, Chennai and near the Union Territory of Puducherry. Locals have given the fort some notable names such as Senji, Chenji, Jinji or Senchi Fort. The majestic fort has three different hilltop citadels and a massive boundary of thick walls and cliffs. Owing to its enormous structure the fort is fortified to the extent that Shivaji, the Maratha king, named it as the ""most impregnable fortress in India."" Visiting the fort makes one learn the reason for why it has been called by such influential names. As you reach the fort, you realise that it has been located at the most strategic location which made it difficult for the enemies to enter its premise. The fort indeed is a result of genius minds."
14. Arcot,,"20 km  from city center 
 
 14 out of 16 Places To Visit in Vellore","Located at a distance of 26 km from Vellore, Arcot is a small town in the state of Tamil Nadu, India. Flanked by River Palar, the town boasts of a rich history. The city is known for being the ancient trade route between Madras and Salem or present day Chennai and Bangalore. Earlier known as Thiruvazhundur, Arcot was the headquarters of Nawab of Carnatic and was also ruled by the Cholas, Marathas, Pallavas, Nayaks and Bikapur Sultans. The highlight of the town however, is its sweet meat called ‘Makkan Peda’ which is popular worldwide. Among the most popular attraction of town are the Delhi Gate and Arcot Fort."
15. Amirthi Zoological Park,,"22 km  from city center 
 
 15 out of 16 Places To Visit in Vellore","Situated under the Javadu Hills in Amirthi near Vellore in Tamil Nadu, Amirthi Zoological Park is a massive zoological park that is also one of the top tourist attractions in the region. Sprawling over 25 hectares, the highlight of the zoological park is its several mesmerizing waterfalls. Besides, half of the park has been developed into a zoological spot for the tourists while the other half of it has been developed into a wildlife sanctuary. Boasting of several varieties of rare and exotic wildlife species, you can also enjoy trekking in the park. Among the variety of animals present here are spotted deer, hedgehog, reason monkeys, red headed parrots, love birds, wild cats, eagles, ducks, pigeons, wild parrots, rabbits, and pythons etc."
16. Thiruparkadal,,"35 km  from city center 
 
 16 out of 16 Places To Visit in Vellore","Thirupardakal is a small district near Vellore which boasts of being home to the most unique and rare temples of Hinduism. The presiding deity is Lord Thirumal- a manifestation of Lord Vishnu, who stands on top of Lord Shiva to assert that Vaishnavism and Saivism are one and the same."
1. Kamakshi Amman Temple,"4.2
 /5","1 km  from city center 
 
 1 out of 16 Places To Visit in Kanchipuram","Southern India is well-known for its cultural heritage, and the Kamakshi Amman Temple represents an important gem from the past. The Kamakshi Amman temple is one of the 51 Shakti Peethas, which are sacred shrines built around the falling body parts from the corpse of Goddess Sati from heaven."
2. Varadharaja Perumal Temple,"3.5
 /5","3 km  from city center 
 
 2 out of 16 Places To Visit in Kanchipuram","The marvelous Varadaraja Temple was built during the 10th century by the Vijayanagar kings. There is a big outer wall that covers or as the locals say, protect this fine temple."
3. Devarajaswami Temple,"3.1
 /5","3 km  from city center 
 
 3 out of 16 Places To Visit in Kanchipuram",The Devarajaswami Temple was constructed by the Vijaynagar kings. It is devoted to the Hindu god Lord Vishnu. There are ornamented engraved pillars that can be seen inside the temple.
4. Kailasanathar Temple,"4.2
 /5","2 km  from city center 
 
 4 out of 16 Places To Visit in Kanchipuram","The Kanchi Kailasanathar Temple is a Hindu temple, constructed in the Dravidian style of architecture. This temple is dedicated to Lord Shiva and is probably the oldest structure in Kanchipuram. The temple is located on the banks of the Vedavathi River at the western limits of the Kanchipuram."
5. Kanchi Kamakoti Peetam,,"1 km  from city center 
 
 5 out of 16 Places To Visit in Kanchipuram","Kanchi Kamakoti Peetam is a monastic institution for the Hindu community located in one of the Pancha Bhuta Sthalas, the city of Kanchipuram, in the South-Indian state of Tamil Nadu. Visitors often find the institution a place to find peace."
6. Kanchi Kudhil,"3.1
 /5","60 km  from city center 
 
 6 out of 16 Places To Visit in Kanchipuram","Highly influenced by the Hindu religion, many of the temples here can be seen are in fact Hindu temples. The ancient culture as well as the cultural heritage of Hinduism is shown at Kanchi Kudhil."
7. Ekambaranatha Temple,"3.1
 /5","1 km  from city center 
 
 7 out of 16 Places To Visit in Kanchipuram","The Ekambaranatha Temple is the largest temple in Kanchipuram. It covers a massive area of 20 acres. This temple is dedicated to Lord Shiva, and was built by the Pallavas and then in turn was renovated by both the Cholas and the Rayas."
8. Vaikunda Perumal Temple,"3.1
 /5","1 km  from city center 
 
 8 out of 16 Places To Visit in Kanchipuram",The Vaikunda Perumal Temple was built by the Pallava king Nadivarman II during the 7th century. This is particular temple is dedicated to Lord Vishnu.
9. Thennangur Panduranga Temple,,"32 km  from city center 
 
 9 out of 16 Places To Visit in Kanchipuram","Thennangur Panduranga Temple is located in the Thennangur village in the district of Tiruvannamalai. Dedicated to Panduranga and his consort Rukmayee, it attracts tourists from all over the world for its religious importance and unique architecture."
10. Kachapeshwarar Temple,"3.1
 /5","1 km  from city center 
 
 10 out of 16 Places To Visit in Kanchipuram",It is at the Kachapeshwarar Temple that the Lord Shiva can be seen being worshipped by Lord Vishnu in the form of a tortoise. This image can be viewed on sculptures and engravings that have ornated this beautiful temple from start to end.
11. Ulagalantha Perumal Temple,,"1 km  from city center 
 
 11 out of 16 Places To Visit in Kanchipuram",Ulagalantha Perumal Temple is a temple dedicated to Lord Vishnu and is one of the 108 Divya Desams. The temple is of great historical and religious importance and followers from all over the world visit this revered place.
"12. Jain Temple, Kanchipuram",,"1 km  from city center 
 
 12 out of 16 Places To Visit in Kanchipuram",The Jain Temples of Kanchipuram are of immense religious importance for Jain devotees. One of these temples is dedicated to Bhagwan Mahavir and the other is dedicated to Jain Teerthankaras.
13. Prasanna Venkatesa Perumal Temple,,"6 km  from city center 
 
 13 out of 16 Places To Visit in Kanchipuram",Prasanna Venkatesa Perumal temple is a place of worship dedicated to Lord Venkateswara. It has a unique idol of Lord Venkateswara which is seen standing on a shivlainga. This kind of a representation is not seen anywhere else in the world.
14. Vijayaraghava Perumal Temple,,"10 km  from city center 
 
 14 out of 16 Places To Visit in Kanchipuram",Vijayaraghava Perumal Temple is a place of worship dedicated to Lord Vijayaraghava Perumal. This temple is the 57th of the 108 Divya Desams dedicated to Lord Vishnu.
15. Chitragupta Temple,,"0 km  from city center 
 
 15 out of 16 Places To Visit in Kanchipuram","Chitragupta Temple is dedicated to Chitragupta who is a Hindu Deity. It is a rare temple in India that is dedicated to Chitragupta who is also known as the assistant of The God of Death, Yamaraja."
16. Eri Katha Ramar Temple,,"41 km  from city center 
 
 16 out of 16 Places To Visit in Kanchipuram",Eri Katha Ramar Temple is a temple dedicated to Lord Rama or Ramanuja. It is of immense religious importance for the followers and devotees of Lord Rama.
1. Mannavanur,,"71 km  from city center 
 
 1 out of 1 Places To Visit in Dindigul","Mannavanur is a serene farming village in Dindigul District, Tamil Nadu - 35km away from Kodaikanal. This quaint village has terrace farms that are cut into the hill slopes. It offers nature-lovers a chance to experience the farm life, especially spotting rabbits, sheep and other animals. The Mannavanur Lake adds tranquillity to this picturesque town. This is also a stop on many trekking routes in the area."
1. Ramoji Film City,"4.2
 /5","25 km  from city center 
 
 1 out of 102 Places To Visit in Hyderabad","Located on the outskirts of Hyderabad, Ramoji Film City is certified as the World's largest Film Studio Complex by the Guinness Book of World Records. It is the most famous attraction in Hyderabad. The highlights are the film city tour, Sahas Adventure and holiday carnivals."
2. Hussain Sagar Lake,"4.3
 /5","5 km  from city center 
 
 2 out of 102 Places To Visit in Hyderabad","Renowned as Asia's largest artificial lake, Hussain Sagar Lake is one of the most popular tourist attractions located in Hyderabad. The lake itself was commissioned by Ibrahim Quli Qutub Shah in 1563 and is renowned for its monolith of Lord Buddha that stands right in its centre. Incidentally, this monolith structure is the tallest of its kind in the world!"
3. Golconda Fort,"4.3
 /5","9 km  from city center 
 
 3 out of 102 Places To Visit in Hyderabad","Golconda Fort is a massive fortress whose ruins stand proudly even today displaying the glory of its rich past and some untold sagas of the city's history. It is reputed for being the area where once, the mighty Koh-I-Noor diamond was stored. In the evening, Golconda Fort comes to life with the light and sound show."
4. Charminar,"4.3
 /5","3 km  from city center 
 
 4 out of 102 Places To Visit in Hyderabad","An identifying feature of the city, Charminar is the most prominent landmark of Hyderabad. It was erected by Quli Qutub Shah to signify the founding of Hyderabad. Everyone coming to the city, definitely visits the Charminar. It is also famous for the market that sprawls around it and is called 'Laad' or 'Chudi' Bazaar."
5. Thrill City,"4.0
 /5","6 km  from city center 
 
 5 out of 102 Places To Visit in Hyderabad","Thrill City is a virtual reality amusement park located on Necklace Road near Sanjeeviah Park in Hyderabad. It offers a flying simulator, cricket simulator, bumping cars, a bowling alley, swimming pool, splash coaster and much more. The highlight is the world's largest single platform motion theatre. Thrill City is a fun place to visit for people of all ages."
6. Wonderla,"4.4
 /5","19 km  from city center 
 
 6 out of 102 Places To Visit in Hyderabad","Wonderla Amusement and Theme Park is the best water park in Hyderabad and one of the best things to do. With more than 43 fun and thrilling rides, it is a fun place for a family outing. The rides are divided into High Thrill Rides, Water Rides, Family Rides and Kids RIdes."
7. Statue of Equality,"4.3
 /5","28 km  from city center 
 
 7 out of 102 Places To Visit in Hyderabad","The Statue of Equality is the second tallest sitting statue in the world at its height of 216 ft. Located in Muchintal, Hyderabad, it is a statue of Sri Bhagavad Ramanujacharya, who worked relentlessly to promote equality. It was built to commemorate his 1000th birthday. The highlights are the dancing water show with light and music and the dynamic fountain show (Leela Jala Neerjanam) held daily."
8. GravityZip,"4.3
 /5","18 km  from city center 
 
 8 out of 102 Places To Visit in Hyderabad","GravityZip is India’s first indoor sky diving arena. It is located in  Gandipet, Hyderabad only a few minutes away from Mehdipatanam Bus Stop. It features the first of its kind indoor skydiving wind tunnel, which is the first in India. It is fun for beginners as well as professionals. The flight package consists of 2 flights of 1-minute duration."
9. Chowmahalla Palace,"4.2
 /5","3 km  from city center 
 
 9 out of 102 Places To Visit in Hyderabad","The Chowmahalla Palace of Hyderabad once served as the official residence of the Nizams of Hyderabad during their reign still retains some of its past splendour. The architecture of the palace is an imposing sight to behold. The facade itself is a delicate artwork of domes, arches, windows and meticulously carved out designs."
10. Shilparamam,,"14 km  from city center 
 
 10 out of 102 Places To Visit in Hyderabad","Situated in Madhapur area of Hyderabad, Shilparamam is a traditional crafts village created with the idea to preserve and conserve traditional crafts. The village has been set amidst cascading waterfalls and lush greenery; it has sections designated to depict each region of the country."
11. Taramati Baradari,,"11 km  from city center 
 
 11 out of 102 Places To Visit in Hyderabad","Taramati Baradari is an ancient sarai (resting place) built during the reign of Ibrahim Quli Qutub Shah. The building is now a cultural complex which has an open-air auditorium for 1600 people, air-cooled theatre which can accommodate 500 people, a banquet hall and a multi-cuisine restaurant."
12. Jala Vihar,,"6 km  from city center 
 
 12 out of 102 Places To Visit in Hyderabad","Sprawling over an area of 12.5 acres adjacent to Hussain Lake, Jalvihar is the largest water amusement park in Hyderabad.  It also has rain dance, indoor game zone, dry rides and an enormous food court."
13. Birla Mandir,"3.2
 /5","3 km  from city center 
 
 13 out of 102 Places To Visit in Hyderabad","One of the popular attractions in Hyderabad, Birla Mandir is dedicated to the Lord Venkateshwara of Tirumala and is modelled after and is the replica of the idol of Balaji of Tirupati. The temple itself is located at the top of a 280 feet tall hill called the Naubat Pahad that overlooks both, Hyderabad and Secunderabad and is one of the best viewpoints in the city."
14. Nehru Zoological Park,"3.7
 /5","6 km  from city center 
 
 14 out of 102 Places To Visit in Hyderabad","With about a 100 species finding habitats here, the Nehru Zoological Park is one of the largest zoos in India. Also known as Hyderabad Zoo, it houses the Indian Rhino, Asiatic Lion, Bengal Tiger, Indian Elephant as well as panthers, pythons, deers, antelopes. The zoo also hosts safaris and educational shows."
15. B.M. Birla Planetarium and Science & Technological Museum,"3.2
 /5","3 km  from city center 
 
 15 out of 102 Places To Visit in Hyderabad","A one of its kind planetarium, the Birla Planetarium is one of the most modern planetariums in India. It is most popular for the Sky Show, the theme of which changes each year. The planetarium also houses a museum, science centre, art gallery and dinosaurium."
16. KBR National Park,,"9 km  from city center 
 
 16 out of 102 Places To Visit in Hyderabad","Located in the Jubilee Hills area of Hyderabad, KBR National Park, or Kasu Brahmananda Reddy Park, also known as Chiran Fort Palace is a world-famous national park. Boasting of picturesque beauty and a wide variety of flora, fauna and avifauna."
17. Snow World Hyderabad,"3.7
 /5","3 km  from city center 
 
 17 out of 102 Places To Visit in Hyderabad","The Snow World of Hyderabad is the world's biggest and the first snow-themed park in India. With snow fall produced of mineral water, it is a popular attraction to be visited with kids. It offers activities like ice skating, ice boarding, snow slides with bumping-car, toboggan rides and many more."
18. Hyd Selfie Museum,,"22 km  from city center 
 
 18 out of 102 Places To Visit in Hyderabad","Situated at Shamirpet, Hyderabad, Hyd Selfie Museum is India's first selfie museum with more than 20 interactive sets to click selfies and photographs. You can run your imagination free in the millionaire bedroom, jump in the colourful ball pit, pose in everyone’s childhood favourite barbie’s box, go back to the 19th century in the London telephone booth or the retro cassette set, or click a coveted photo in the donut wall set."
19. Salar Jung Museum,"3.7
 /5","2 km  from city center 
 
 19 out of 102 Places To Visit in Hyderabad","The Salar Jung Museum is located at Darushifa, on the southern bank of the Musi River, in Hyderabad. This is one of the three national museums in the country. The collection of museum was sourced from the property of Salar Jung Family and it has a myriad collection of paintings, sculptures, carvings, manuscripts etc."
20. Qutub Shahi Tombs,,"10 km  from city center 
 
 20 out of 102 Places To Visit in Hyderabad","Located in the Ibrahim Bagh, Qutub Shahi Tombs are a group of small and big mosques and tombs built by the rulers of the Qutub Shah dynasty. The tombs are all built on a raised platform and have a dome-shaped structure. The little tombs are single-storeyed while the bigger ones are double storeyed."
21. Irani Cafes,"3.8
 /5",21 out of 102 Places To Visit in Hyderabad,"Irani tea is the Hyderabadi drink and is often served with Osmania biscuits. The Irani cafes in Hyderabad are the city’s cultural centre. Around 30 Irani Cafes in Hyderabad are located in the stretch between Sarojini Devi Road and Shah Ali Banda. Nimrah Cafe and Bakery in Ghanzi Bazaar, Shah Ghouse Restaurant at Shah Ali Banda and Farasha Irani Café near Mecca Museum are popular destinations."
22. Lumbini Park,,"3 km  from city center 
 
 22 out of 102 Places To Visit in Hyderabad","Lumbini Park is a gorgeous urban park named after Lumbini of Nepal. Located alongside Hussain Sagar, the park has an artificial water tank. A huge statue of Lord Buddha is installed in the tank which can be reached through paddle boats. The park also holds musical fountain shows."
23. Laad Bazaar,"3.7
 /5","3 km  from city center 
 
 23 out of 102 Places To Visit in Hyderabad","Laad Bazaar is a famous and historic market known for its shopping souvenirs and bangles. Located adjacent to Charminar, it is one of the oldest markets in Hyderabad. There are more than 150 workshops located here that produce some of the finest bangles called lac bangles."
24. Inorbit Mall,,"12 km  from city center 
 
 24 out of 102 Places To Visit in Hyderabad","Located in the Madhapur area in Hyderabad, Inorbit Mall is a massive mall replete with big brand stores, food chains, local eateries and game zone. The mall also has an enormous parking and a huge movie theatre."
25. IKEA Hyderabad,"4.0
 /5","13 km  from city center 
 
 25 out of 102 Places To Visit in Hyderabad","IKEA is a global leader in home furnishing, and the IKEA in HITEC city, Hyderabad, was the very first location in India. It is affordable furniture, and home essentials shopping mall spread across 13 acres. Ikea has on display more than 7500 products, including home furnishing. Being the only store in India, it has become a popular place to visit in Hyderabad."
26. Hyderabadi Pearl Shopping,,26 out of 102 Places To Visit in Hyderabad,"Hyderabad is often referred to as the City of Pearls for its wide variety and high quality of pearls. Pathergatti and Laad Bazaar are historical locations for purchasing pearls and are crowded with hundreds of stores that offer both singular pearls and pearl jewellery. They offer a variety of pearls such as Tahitian, Freshwater and South Sea Pearls."
27. Sarath City Mall,"4.0
 /5",27 out of 102 Places To Visit in Hyderabad,"Sarath City Mall is the largest mall in Hyderabad located in Kondapur. It is the best destination in the city for shopping, food and other fun activities. The theatres in AMB Cinemas come with incredibly comfortable recliner seats. There is also a gaming arcade known as Tridom which is filled with fun games for every age group. It also has a trampoline park and its own adventure room! Ski Capital is a unique location filled with snow slopes that you can ski down, play with friends and make snowmen in. You can take an Uber, Taxi or Ola to the mall."
28. Durgam Cheruvu Bride,"3.9
 /5","11 km  from city center 
 
 28 out of 102 Places To Visit in Hyderabad",The Durgam Cheruvu Bridge is a beautiful cable bridge stretching between Jubilee Hills and the Financial District. It is the longest bridge in Hyderabad and perfect for a night drive when the bridge lights up brilliantly. The bridge is adorned with walking and cycling ramps as well. This allows visitors to stop and look out over the Durgam Cheruvu lake which acts as its namesake. It is located near the Inorbit Mall in Madhupur which is a popular shopping destination as well.
29. Hyderabad Botanical Garden,,"16 km  from city center 
 
 29 out of 102 Places To Visit in Hyderabad","Situated in the Hi-Tech city, around 16 kms from the city centre of Hyderabad, Hyderabad Botanical Garden is a major attraction of the city. The park boasts of a rich variety of plants, shrubs, trees, flowering plants and medicinal herbs. In addition to that, several meandering water ways and fountains add to the charm of the place."
30. Taj Falaknuma Palace,,"6 km  from city center 
 
 30 out of 102 Places To Visit in Hyderabad","Taj Falaknuma Palace is perched around 2000 metres above the city of Hyderabad. Once the royal residence of Nizam- probably the richest man in the world, the palace has now been converted into a five-star luxury heritage hotel."
31. Mount Opera Theme Park Resort,"3.2
 /5","6 km  from city center 
 
 31 out of 102 Places To Visit in Hyderabad","With a startling amount of choices available on amusement rides, from Ferris wheel to Columbus, the Mount Opera Theme Park resort are ideal for a day full of enjoyment and excitement. They also have a few eccentric ones like the Jumping Frogs, Thrillarium and the Alien Planet."
32. Necklace Road,,"6 km  from city center 
 
 32 out of 102 Places To Visit in Hyderabad","Necklace Road is a long boulevard that encircles Hyderabad’s Tank Bund, resembling a glittering necklace. Tank Bund consists of the beautiful Hussain Sagar Lake with a giant monolithic statue of Gautama Buddha. Lined with beautiful green gardens, eat streets and local shopping, it is a popular picnic spot."
33. Food in Hyderabad,,33 out of 102 Places To Visit in Hyderabad,"When you are in Hyderabad, you are bound to try out the very famous Hyderabadi Biryani that comes along with a curry and raita. It is one of the top things to do in Hyderabad and it comes with mutton, chicken and even with vegetables (for all you vegetarians)."
